aircraft_id,department,year,month,maintenance_hours,technician_id,effective_condition_score
TB2-S04,Sigma,2023,9,14.8,G23270,70.8
TB2-S04,Sigma,2023,10,14.5,G24364,68.2
TB2-S04,Sigma,2023,11,14.5,G23231,71.2
TB2-S04,Sigma,2023,12,6.8,G23588,73.0
TB2-S04,Sigma,2024,1,7.1,G18512,74.8
TB2-S04,Sigma,2024,2,16.9,G23276,71.0
TB2-S04,Sigma,2024,3,18.5,G22782,72.8
TB2-S04,Sigma,2024,4,13.7,G22986,70.0
TB2-S04,Sigma,2024,5,12.4,G23231,69.4
TB2-S04,Sigma,2024,6,8.9,G23898,68.8
TB2-S04,Sigma,2024,7,14.8,G17402,72.0
TB2-S04,Sigma,2024,8,20.0,G23270,70.5
TB2-S04,Sigma,2024,9,9.7,G23902,68.3
TB2-S04,Sigma,2024,10,21.1,G23276,71.3
TB2-S04,Sigma,2024,11,14.2,G18619,72.5
TB2-S04,Sigma,2024,12,25.2,G23878,81.4
TB2-S04,Sigma,2025,1,9.3,G23461,70.4
TB2-S04,Sigma,2025,2,17.7,G09033,68.7
TB2-S04,Sigma,2025,3,10.6,G23270,71.1
TB2-S04,Sigma,2025,4,28.3,G23270,76.0
TB2-S04,Sigma,2025,5,14.5,G23902,73.6
TB2-S04,Sigma,2025,6,16.3,G18430,70.9
TB2-S04,Sigma,2025,7,12.7,G23270,70.4
TB2-S04,Sigma,2025,8,4.0,G22590,71.1
TB2-S04,Sigma,2025,9,26.5,G18430,75.5
TB2-S04,Sigma,2025,10,23.5,G23898,73.7
TB2-S04,Sigma,2025,11,9.4,G25531,67.2
TB2-S04,Sigma,2025,12,15.4,G22691,74.3
TB2-S04,Sigma,2026,1,22.2,G25308,70.6
TB2-S04,Sigma,2026,2,24.7,G25872,72.6
TB2-S04,Sigma,2026,3,26.6,G09565,72.7
TB2-S04,Sigma,2026,4,14.6,G17402,62.7
TB2-S04,Sigma,2026,5,10.1,G18131,70.9
TB2-S04,Sigma,2026,6,22.9,G24109,73.4
