person_id,year,age_group,pullups_count,run_3km_minutes,pullup_score,run_score,fitness_score,result
G08568,2025,4,24,14.15,100.0,100.0,100.0,Pass
G08568,2026,4,22,14.55,100.0,99.5,99.8,Pass
G12593,2021,3,18,15.39,100.0,86.1,93.1,Pass
G12593,2022,3,22,10.34,100.0,100.0,100.0,Pass
G12593,2023,3,23,14.91,100.0,90.9,95.5,Pass
G12593,2024,3,22,13.91,100.0,100.0,100.0,Pass
G12593,2025,3,23,12.9,100.0,100.0,100.0,Pass
G12593,2026,4,26,12.28,100.0,100.0,100.0,Pass
G08962,2023,3,20,11.93,100.0,100.0,100.0,Pass
G08962,2024,4,22,13.32,100.0,100.0,100.0,Pass
G08962,2025,4,26,12.83,100.0,100.0,100.0,Pass
G08962,2026,4,29,13.88,100.0,100.0,100.0,Pass
G12425,2021,2,17,14.14,100.0,93.6,96.8,Pass
G12425,2022,2,19,13.72,100.0,97.8,98.9,Pass
G12425,2023,3,22,16.01,100.0,79.9,90.0,Pass
G12425,2024,3,22,13.32,100.0,100.0,100.0,Pass
G12425,2025,3,25,13.52,100.0,100.0,100.0,Pass
G12425,2026,3,26,9.99,100.0,100.0,100.0,Pass
G25778,2024,1,11,13.08,65.0,99.2,82.1,Pass
G25778,2025,1,14,15.75,80.0,72.5,76.3,Pass
G25778,2026,1,17,17.66,95.0,53.4,74.2,Pass
G13609,2021,2,22,13.42,100.0,100.0,100.0,Pass
G13609,2022,2,24,17.09,100.0,64.1,82.1,Pass
G13609,2023,2,24,14.47,100.0,90.3,95.2,Pass
G13609,2024,3,26,15.61,100.0,83.9,92.0,Pass
G13609,2025,3,27,16.43,100.0,75.7,87.9,Pass
G13609,2026,3,18,14.96,100.0,90.4,95.2,Pass
G24580,2024,1,12,15.44,70.0,75.6,72.8,Pass
G24580,2025,1,10,14.3,60.0,87.0,73.5,Pass
G24580,2026,1,15,12.79,85.0,100.0,92.5,Pass
G21267,2022,1,12,16.48,70.0,65.2,67.6,Pass
G21267,2023,1,16,11.67,90.0,100.0,95.0,Pass
G21267,2024,1,12,13.85,70.0,91.5,80.8,Pass
G21267,2025,1,19,16.68,100.0,63.2,81.6,Pass
G21267,2026,2,18,14.46,100.0,90.4,95.2,Pass
G23226,2022,1,17,17.95,95.0,50.5,72.8,Pass
G23226,2023,1,21,14.42,100.0,85.8,92.9,Pass
G23226,2024,1,17,14.71,95.0,82.9,89.0,Pass
G23226,2025,1,10,10.93,60.0,100.0,80.0,Pass
G23226,2026,1,16,14.84,90.0,81.6,85.8,Pass
AO05709,2021,4,12,12.85,82.0,100.0,91.0,Pass
AO05709,2022,4,13,17.6,88.0,69.0,78.5,Pass
AO05709,2023,4,12,12.71,82.0,100.0,91.0,Pass
AO05709,2024,5,2,12.8,22.9,100.0,61.5,Pass
AO05709,2025,5,6,16.59,48.6,84.1,66.4,Pass
AO05709,2026,5,6,17.27,48.6,77.3,63.0,Pass
AO12824,2021,3,8,14.47,55.0,95.3,75.2,Pass
AO12824,2022,3,0,14.05,10.0,99.5,54.8,Fail
AO12824,2023,3,3,15.86,26.9,81.4,54.2,Fail
AO12824,2024,3,6,15.86,43.8,81.4,62.6,Pass
AO12824,2025,4,9,14.72,64.0,97.8,80.9,Pass
AO12824,2026,4,7,15.46,52.0,90.4,71.2,Pass
AO16360,2021,2,5,13.32,36.5,100.0,68.3,Pass
AO16360,2022,2,8,12.21,52.4,100.0,76.2,Pass
AO16360,2023,2,11,15.34,68.2,81.6,74.9,Pass
AO16360,2024,2,4,12.91,31.2,100.0,65.6,Pass
AO16360,2025,3,10,14.16,66.2,98.4,82.3,Pass
AO16360,2026,3,6,15.63,43.8,83.7,63.8,Pass
G11837,2021,3,20,14.87,100.0,91.3,95.7,Pass
G11837,2022,3,24,12.7,100.0,100.0,100.0,Pass
G11837,2023,3,19,14.21,100.0,97.9,99.0,Pass
G11837,2024,3,25,12.36,100.0,100.0,100.0,Pass
G11837,2025,3,29,14.39,100.0,96.1,98.1,Pass
G11837,2026,4,25,14.62,100.0,98.8,99.4,Pass
AO13387,2021,2,15,17.16,89.4,63.4,76.4,Pass
AO13387,2022,3,12,13.21,77.5,100.0,88.8,Pass
AO13387,2023,3,10,13.54,66.2,100.0,83.1,Pass
AO13387,2024,3,4,15.35,32.5,86.5,59.5,Fail
AO13387,2025,3,11,15.92,71.9,80.8,76.4,Pass
AO13387,2026,3,4,14.54,32.5,94.6,63.6,Pass
AO18342,2022,2,9,12.18,57.6,100.0,78.8,Pass
AO18342,2023,2,12,14.23,73.5,92.7,83.1,Pass
AO18342,2024,2,9,16.03,57.6,74.7,66.2,Pass
AO18342,2025,2,15,12.34,89.4,100.0,94.7,Pass
AO18342,2026,3,4,16.68,32.5,73.2,52.9,Fail
AO23991,2023,1,14,12.69,80.0,100.0,90.0,Pass
AO23991,2024,1,15,12.34,85.0,100.0,92.5,Pass
AO23991,2025,1,17,12.85,95.0,100.0,97.5,Pass
AO23991,2026,1,11,11.77,65.0,100.0,82.5,Pass
AO11296,2022,3,15,12.94,94.4,100.0,97.2,Pass
AO11296,2023,3,7,15.51,49.4,84.9,67.2,Pass
AO11296,2024,3,11,15.92,71.9,80.8,76.4,Pass
AO11296,2025,4,10,13.73,70.0,100.0,85.0,Pass
AO11296,2026,4,6,15.9,46.0,86.0,66.0,Pass
AO24278,2023,1,7,12.85,45.0,100.0,72.5,Pass
AO24278,2024,1,11,16.89,65.0,61.1,63.1,Pass
AO24278,2025,1,13,13.59,75.0,94.1,84.6,Pass
AO24278,2026,1,9,12.24,55.0,100.0,77.5,Pass
AO21963,2024,1,8,13.17,50.0,98.3,74.2,Pass
AO21963,2025,2,9,12.71,57.6,100.0,78.8,Pass
AO21963,2026,2,13,12.56,78.8,100.0,89.4,Pass
AO24578,2024,1,18,11.87,100.0,100.0,100.0,Pass
AO24578,2025,1,18,10.73,100.0,100.0,100.0,Pass
AO24578,2026,1,17,12.38,95.0,100.0,97.5,Pass
AO25711,2024,1,17,10.74,95.0,100.0,97.5,Pass
AO25711,2025,1,15,12.08,85.0,100.0,92.5,Pass
AO25711,2026,1,18,14.16,100.0,88.4,94.2,Pass
AO14187,2021,2,12,16.74,73.5,67.6,70.6,Pass
AO14187,2022,2,11,12.06,68.2,100.0,84.1,Pass
AO14187,2023,2,13,14.54,78.8,89.6,84.2,Pass
AO14187,2024,3,7,12.99,49.4,100.0,74.7,Pass
AO14187,2025,3,5,15.2,38.1,88.0,63.1,Pass
AO14187,2026,3,12,12.07,77.5,100.0,88.8,Pass
AO22316,2021,1,16,13.55,90.0,94.5,92.3,Pass
AO22316,2022,1,17,11.93,95.0,100.0,97.5,Pass
AO22316,2023,1,13,14.54,75.0,84.6,79.8,Pass
AO22316,2024,1,15,13.01,85.0,99.9,92.5,Pass
AO22316,2025,2,15,11.9,89.4,100.0,94.7,Pass
AO22316,2026,2,12,11.27,73.5,100.0,86.8,Pass
AO18186,2021,1,13,14.51,75.0,84.9,80.0,Pass
AO18186,2022,1,9,15.29,55.0,77.1,66.1,Pass
AO18186,2023,1,15,12.8,85.0,100.0,92.5,Pass
AO18186,2024,2,13,14.1,78.8,94.0,86.4,Pass
AO18186,2025,2,9,12.53,57.6,100.0,78.8,Pass
AO18186,2026,2,12,15.0,73.5,85.0,79.3,Pass
AO20436,2022,1,10,13.88,60.0,91.2,75.6,Pass
AO20436,2023,1,17,13.37,95.0,96.3,95.7,Pass
AO20436,2024,1,14,13.17,80.0,98.3,89.2,Pass
AO20436,2025,1,12,15.96,70.0,70.4,70.2,Pass
AO20436,2026,2,21,13.35,100.0,100.0,100.0,Pass
AO18238,2021,2,13,11.02,78.8,100.0,89.4,Pass
AO18238,2022,2,10,12.97,62.9,100.0,81.5,Pass
AO18238,2023,2,14,13.7,84.1,98.0,91.1,Pass
AO18238,2024,2,12,14.86,73.5,86.4,80.0,Pass
AO18238,2025,2,9,15.32,57.6,81.8,69.7,Pass
AO18238,2026,3,11,15.98,71.9,80.2,76.1,Pass
AO25379,2024,1,15,13.8,85.0,92.0,88.5,Pass
AO25379,2025,1,19,13.11,100.0,98.9,99.5,Pass
AO25379,2026,1,18,14.04,100.0,89.6,94.8,Pass
AO12189,2022,2,5,15.64,36.5,78.6,57.6,Fail
AO12189,2023,3,11,14.49,71.9,95.1,83.5,Pass
AO12189,2024,3,7,13.85,49.4,100.0,74.7,Pass
AO12189,2025,3,17,15.06,100.0,89.4,94.7,Pass
AO12189,2026,3,13,13.68,83.1,100.0,91.6,Pass
AO15573,2021,2,12,15.65,73.5,78.5,76.0,Pass
AO15573,2022,2,13,13.29,78.8,100.0,89.4,Pass
AO15573,2023,3,10,11.58,66.2,100.0,83.1,Pass
AO15573,2024,3,12,14.22,77.5,97.8,87.7,Pass
AO15573,2025,3,10,15.52,66.2,84.8,75.5,Pass
AO15573,2026,3,8,17.05,55.0,69.5,62.3,Pass
AO18127,2021,2,13,13.84,78.8,96.6,87.7,Pass
AO18127,2022,2,8,11.97,52.4,100.0,76.2,Pass
AO18127,2023,2,18,13.6,100.0,99.0,99.5,Pass
AO18127,2024,2,7,13.88,47.1,96.2,71.7,Pass
AO18127,2025,2,8,12.86,52.4,100.0,76.2,Pass
AO18127,2026,3,12,14.59,77.5,94.1,85.8,Pass
AO13278,2024,3,7,10.67,49.4,100.0,74.7,Pass
AO13278,2025,3,9,14.93,60.6,90.7,75.7,Pass
AO13278,2026,3,2,16.06,21.2,79.4,50.3,Fail
AO15860,2021,2,16,11.92,94.7,100.0,97.4,Pass
AO15860,2022,2,10,15.83,62.9,76.7,69.8,Pass
AO15860,2023,2,14,9.32,84.1,100.0,92.1,Pass
AO15860,2024,3,16,15.39,100.0,86.1,93.1,Pass
AO15860,2025,3,11,12.77,71.9,100.0,86.0,Pass
AO15860,2026,3,11,14.26,71.9,97.4,84.7,Pass
AO23574,2023,1,14,12.2,80.0,100.0,90.0,Pass
AO23574,2024,1,24,13.08,100.0,99.2,99.6,Pass
AO23574,2025,1,17,10.16,95.0,100.0,97.5,Pass
AO23574,2026,1,16,11.68,90.0,100.0,95.0,Pass
AO24436,2023,1,15,14.44,85.0,85.6,85.3,Pass
AO24436,2024,1,17,12.0,95.0,100.0,97.5,Pass
AO24436,2025,1,18,13.92,100.0,90.8,95.4,Pass
AO24436,2026,1,25,10.52,100.0,100.0,100.0,Pass
AO24631,2024,1,15,14.28,85.0,87.2,86.1,Pass
AO24631,2025,1,13,16.31,75.0,66.9,71.0,Pass
AO24631,2026,1,10,10.73,60.0,100.0,80.0,Pass
AO15583,2024,3,7,10.5,49.4,100.0,74.7,Pass
AO15583,2025,3,11,14.55,71.9,94.5,83.2,Pass
AO15583,2026,3,6,15.93,43.8,80.7,62.3,Pass
AO24190,2023,1,20,14.6,100.0,84.0,92.0,Pass
AO24190,2024,1,18,12.72,100.0,100.0,100.0,Pass
AO24190,2025,1,14,12.98,80.0,100.0,90.0,Pass
AO24190,2026,1,13,12.94,75.0,100.0,87.5,Pass
AO15781,2022,2,11,13.71,68.2,97.9,83.1,Pass
AO15781,2023,2,14,15.68,84.1,78.2,81.2,Pass
AO15781,2024,3,13,13.07,83.1,100.0,91.6,Pass
AO15781,2025,3,11,14.21,71.9,97.9,84.9,Pass
AO15781,2026,3,11,15.19,71.9,88.1,80.0,Pass
AO12061,2024,3,9,13.61,60.6,100.0,80.3,Pass
AO12061,2025,4,12,12.4,82.0,100.0,91.0,Pass
AO12061,2026,4,9,14.07,64.0,100.0,82.0,Pass
AO18148,2023,2,14,14.84,84.1,86.6,85.4,Pass
AO18148,2024,2,16,12.05,94.7,100.0,97.4,Pass
AO18148,2025,2,11,15.11,68.2,83.9,76.1,Pass
AO18148,2026,2,14,13.77,84.1,97.3,90.7,Pass
AO13289,2021,2,3,16.4,25.9,71.0,48.5,Fail
AO13289,2022,2,13,12.6,78.8,100.0,89.4,Pass
AO13289,2023,2,8,13.96,52.4,95.4,73.9,Pass
AO13289,2024,3,8,13.93,55.0,100.0,77.5,Pass
AO13289,2025,3,11,13.2,71.9,100.0,86.0,Pass
AO13289,2026,3,9,14.67,60.6,93.3,77.0,Pass
AO23475,2023,1,15,11.01,85.0,100.0,92.5,Pass
AO23475,2024,1,15,12.56,85.0,100.0,92.5,Pass
AO23475,2025,1,17,13.32,95.0,96.8,95.9,Pass
AO23475,2026,1,15,10.81,85.0,100.0,92.5,Pass
AO25607,2024,1,13,13.13,75.0,98.7,86.9,Pass
AO25607,2025,1,12,14.1,70.0,89.0,79.5,Pass
AO25607,2026,1,11,11.86,65.0,100.0,82.5,Pass
AO21091,2022,1,20,14.66,100.0,83.4,91.7,Pass
AO21091,2023,1,14,11.86,80.0,100.0,90.0,Pass
AO21091,2024,1,11,11.99,65.0,100.0,82.5,Pass
AO21091,2025,2,12,13.79,73.5,97.1,85.3,Pass
AO21091,2026,2,16,16.02,94.7,74.8,84.8,Pass
AO22207,2023,1,10,14.91,60.0,80.9,70.5,Pass
AO22207,2024,1,16,13.68,90.0,93.2,91.6,Pass
AO22207,2025,2,14,14.06,84.1,94.4,89.3,Pass
AO22207,2026,2,18,11.17,100.0,100.0,100.0,Pass
AO17682,2021,1,16,14.27,90.0,87.3,88.7,Pass
AO17682,2022,2,10,14.93,62.9,85.7,74.3,Pass
AO17682,2023,2,12,14.3,73.5,92.0,82.8,Pass
AO17682,2024,2,11,17.45,68.2,60.5,64.4,Pass
AO17682,2025,2,9,12.54,57.6,100.0,78.8,Pass
AO17682,2026,2,13,11.58,78.8,100.0,89.4,Pass
AO17015,2022,1,12,12.62,70.0,100.0,85.0,Pass
AO17015,2023,2,12,14.22,73.5,92.8,83.2,Pass
AO17015,2024,2,12,9.61,73.5,100.0,86.8,Pass
AO17015,2025,2,12,11.96,73.5,100.0,86.8,Pass
AO17015,2026,2,15,12.5,89.4,100.0,94.7,Pass
AO13576,2022,3,8,13.74,55.0,100.0,77.5,Pass
AO13576,2023,3,10,14.55,66.2,94.5,80.4,Pass
AO13576,2024,3,5,14.14,38.1,98.6,68.4,Pass
AO13576,2025,3,10,15.3,66.2,87.0,76.6,Pass
AO13576,2026,3,13,14.64,83.1,93.6,88.4,Pass
AO20306,2024,2,18,15.49,100.0,80.1,90.1,Pass
AO20306,2025,2,20,13.87,100.0,96.3,98.2,Pass
AO20306,2026,2,13,13.5,78.8,100.0,89.4,Pass
AO14271,2021,2,9,14.52,57.6,89.8,73.7,Pass
AO14271,2022,3,13,11.49,83.1,100.0,91.6,Pass
AO14271,2023,3,7,16.49,49.4,75.1,62.3,Pass
AO14271,2024,3,12,15.66,77.5,83.4,80.5,Pass
AO14271,2025,3,15,14.03,94.4,99.7,97.1,Pass
AO14271,2026,3,14,16.23,88.8,77.7,83.3,Pass
AO25477,2024,1,8,11.07,50.0,100.0,75.0,Pass
AO25477,2025,1,8,11.37,50.0,100.0,75.0,Pass
AO25477,2026,1,11,12.76,65.0,100.0,82.5,Pass
AO16242,2021,2,10,13.49,62.9,100.0,81.5,Pass
AO16242,2022,2,9,11.64,57.6,100.0,78.8,Pass
AO16242,2023,2,7,12.61,47.1,100.0,73.6,Pass
AO16242,2024,2,3,12.31,25.9,100.0,63.0,Pass
AO16242,2025,2,6,13.38,41.8,100.0,70.9,Pass
AO16242,2026,3,12,11.78,77.5,100.0,88.8,Pass
AO23405,2023,1,13,12.62,75.0,100.0,87.5,Pass
AO23405,2024,1,17,13.94,95.0,90.6,92.8,Pass
AO23405,2025,1,20,12.93,100.0,100.0,100.0,Pass
AO23405,2026,1,18,15.5,100.0,75.0,87.5,Pass
AO18046,2023,2,8,12.54,52.4,100.0,76.2,Pass
AO18046,2024,2,14,14.48,84.1,90.2,87.2,Pass
AO18046,2025,2,13,14.9,78.8,86.0,82.4,Pass
AO18046,2026,2,11,15.22,68.2,82.8,75.5,Pass
G20303,2022,1,20,12.86,100.0,100.0,100.0,Pass
G20303,2023,1,13,12.51,75.0,100.0,87.5,Pass
G20303,2024,1,20,13.31,100.0,96.9,98.5,Pass
G20303,2025,1,18,14.44,100.0,85.6,92.8,Pass
G20303,2026,2,23,11.97,100.0,100.0,100.0,Pass
G12516,2021,2,17,17.17,100.0,63.3,81.7,Pass
G12516,2022,3,21,13.67,100.0,100.0,100.0,Pass
G12516,2023,3,23,12.93,100.0,100.0,100.0,Pass
G12516,2024,3,26,11.41,100.0,100.0,100.0,Pass
G12516,2025,3,23,10.75,100.0,100.0,100.0,Pass
G12516,2026,3,25,15.32,100.0,86.8,93.4,Pass
G11545,2023,3,25,13.42,100.0,100.0,100.0,Pass
G11545,2024,3,23,13.57,100.0,100.0,100.0,Pass
G11545,2025,3,23,11.72,100.0,100.0,100.0,Pass
G11545,2026,3,23,13.62,100.0,100.0,100.0,Pass
G24443,2024,1,15,14.36,85.0,86.4,85.7,Pass
G24443,2025,1,13,13.36,75.0,96.4,85.7,Pass
G24443,2026,1,15,13.45,85.0,95.5,90.3,Pass
G24868,2023,1,11,14.94,65.0,80.6,72.8,Pass
G24868,2024,1,11,12.44,65.0,100.0,82.5,Pass
G24868,2025,1,12,14.02,70.0,89.8,79.9,Pass
G24868,2026,1,9,14.02,55.0,89.8,72.4,Pass
G23314,2022,1,15,13.47,85.0,95.3,90.2,Pass
G23314,2023,1,16,15.72,90.0,72.8,81.4,Pass
G23314,2024,1,18,13.63,100.0,93.7,96.9,Pass
G23314,2025,1,16,13.72,90.0,92.8,91.4,Pass
G23314,2026,1,21,13.11,100.0,98.9,99.5,Pass
G19777,2023,1,17,13.59,95.0,94.1,94.6,Pass
G19777,2024,2,25,13.94,100.0,95.6,97.8,Pass
G19777,2025,2,21,13.67,100.0,98.3,99.2,Pass
G19777,2026,2,21,14.48,100.0,90.2,95.1,Pass
G08440,2021,3,26,15.06,100.0,89.4,94.7,Pass
G08440,2022,3,26,15.93,100.0,80.7,90.4,Pass
G08440,2023,3,23,14.03,100.0,99.7,99.9,Pass
G08440,2024,4,19,12.73,100.0,100.0,100.0,Pass
G08440,2025,4,27,14.38,100.0,100.0,100.0,Pass
G08440,2026,4,21,12.22,100.0,100.0,100.0,Pass
G23726,2023,1,18,14.24,100.0,87.6,93.8,Pass
G23726,2024,1,9,14.46,55.0,85.4,70.2,Pass
G23726,2025,1,16,13.66,90.0,93.4,91.7,Pass
G23726,2026,1,14,15.04,80.0,79.6,79.8,Pass
G11657,2021,3,18,16.57,100.0,74.3,87.2,Pass
G11657,2022,3,25,12.81,100.0,100.0,100.0,Pass
G11657,2023,3,28,11.51,100.0,100.0,100.0,Pass
G11657,2024,3,23,9.0,100.0,100.0,100.0,Pass
G11657,2025,3,26,13.57,100.0,100.0,100.0,Pass
G11657,2026,4,23,9.77,100.0,100.0,100.0,Pass
G21722,2023,1,19,12.6,100.0,100.0,100.0,Pass
G21722,2024,1,11,14.24,65.0,87.6,76.3,Pass
G21722,2025,1,15,12.41,85.0,100.0,92.5,Pass
G21722,2026,1,21,16.19,100.0,68.1,84.1,Pass
G22580,2023,1,14,16.22,80.0,67.8,73.9,Pass
G22580,2024,1,10,13.35,60.0,96.5,78.3,Pass
G22580,2025,1,24,13.74,100.0,92.6,96.3,Pass
G22580,2026,2,19,14.07,100.0,94.3,97.2,Pass
G16308,2022,2,24,13.95,100.0,95.5,97.8,Pass
G16308,2023,2,17,12.98,100.0,100.0,100.0,Pass
G16308,2024,2,21,12.34,100.0,100.0,100.0,Pass
G16308,2025,2,19,16.16,100.0,73.4,86.7,Pass
G16308,2026,2,23,12.69,100.0,100.0,100.0,Pass
G23263,2024,1,17,15.42,95.0,75.8,85.4,Pass
G23263,2025,1,14,13.88,80.0,91.2,85.6,Pass
G23263,2026,1,17,14.93,95.0,80.7,87.9,Pass
G22662,2023,1,18,14.75,100.0,82.5,91.3,Pass
G22662,2024,1,13,15.65,75.0,73.5,74.3,Pass
G22662,2025,1,20,12.62,100.0,100.0,100.0,Pass
G22662,2026,1,10,12.74,60.0,100.0,80.0,Pass
G20911,2023,1,15,12.61,85.0,100.0,92.5,Pass
G20911,2024,1,19,10.42,100.0,100.0,100.0,Pass
G20911,2025,2,22,13.17,100.0,100.0,100.0,Pass
G20911,2026,2,22,14.67,100.0,88.3,94.2,Pass
G22464,2024,1,21,15.56,100.0,74.4,87.2,Pass
G22464,2025,1,11,14.85,65.0,81.5,73.3,Pass
G22464,2026,1,17,15.06,95.0,79.4,87.2,Pass
G21369,2024,1,25,15.22,100.0,77.8,88.9,Pass
G21369,2025,1,17,11.03,95.0,100.0,97.5,Pass
G21369,2026,1,16,11.8,90.0,100.0,95.0,Pass
G18149,2024,2,26,15.84,100.0,76.6,88.3,Pass
G18149,2025,2,19,13.33,100.0,100.0,100.0,Pass
G18149,2026,2,21,16.73,100.0,67.7,83.9,Pass
G07690,2024,4,26,14.69,100.0,98.1,99.1,Pass
G07690,2025,4,20,12.42,100.0,100.0,100.0,Pass
G07690,2026,4,29,13.18,100.0,100.0,100.0,Pass
G23804,2024,1,20,15.53,100.0,74.7,87.4,Pass
G23804,2025,1,19,14.29,100.0,87.1,93.6,Pass
G23804,2026,1,18,13.22,100.0,97.8,98.9,Pass
G24311,2024,1,7,12.74,45.0,100.0,72.5,Pass
G24311,2025,1,12,15.84,70.0,71.6,70.8,Pass
G24311,2026,1,12,15.21,70.0,77.9,74.0,Pass
G07820,2021,3,22,12.72,100.0,100.0,100.0,Pass
G07820,2022,4,20,13.08,100.0,100.0,100.0,Pass
G07820,2023,4,30,15.22,100.0,92.8,96.4,Pass
G07820,2024,4,19,10.11,100.0,100.0,100.0,Pass
G07820,2025,4,28,11.72,100.0,100.0,100.0,Pass
G07820,2026,4,21,11.47,100.0,100.0,100.0,Pass
G24390,2024,1,13,14.47,75.0,85.3,80.2,Pass
G24390,2025,1,13,17.49,75.0,55.1,65.1,Pass
G24390,2026,1,12,15.35,70.0,76.5,73.3,Pass
G09841,2024,3,21,14.22,100.0,97.8,98.9,Pass
G09841,2025,4,23,15.8,100.0,87.0,93.5,Pass
G09841,2026,4,26,13.87,100.0,100.0,100.0,Pass
G25584,2024,1,14,13.54,80.0,94.6,87.3,Pass
G25584,2025,1,11,14.3,65.0,87.0,76.0,Pass
G25584,2026,1,12,14.5,70.0,85.0,77.5,Pass
G23074,2022,1,15,15.08,85.0,79.2,82.1,Pass
G23074,2023,1,16,13.2,90.0,98.0,94.0,Pass
G23074,2024,1,16,15.04,90.0,79.6,84.8,Pass
G23074,2025,1,16,13.14,90.0,98.6,94.3,Pass
G23074,2026,1,18,16.18,100.0,68.2,84.1,Pass
G23810,2023,1,16,14.52,90.0,84.8,87.4,Pass
G23810,2024,1,13,15.49,75.0,75.1,75.1,Pass
G23810,2025,1,14,14.44,80.0,85.6,82.8,Pass
G23810,2026,1,16,16.95,90.0,60.5,75.3,Pass
G21565,2024,1,16,17.17,90.0,58.3,74.2,Pass
G21565,2025,1,14,13.94,80.0,90.6,85.3,Pass
G21565,2026,1,17,15.93,95.0,70.7,82.9,Pass
G20187,2024,1,22,11.79,100.0,100.0,100.0,Pass
G20187,2025,2,24,10.07,100.0,100.0,100.0,Pass
G20187,2026,2,24,12.98,100.0,100.0,100.0,Pass
G24951,2024,1,8,14.55,50.0,84.5,67.3,Pass
G24951,2025,1,17,18.36,95.0,46.4,70.7,Pass
G24951,2026,1,13,12.66,75.0,100.0,87.5,Pass
G25456,2024,1,15,15.37,85.0,76.3,80.7,Pass
G25456,2025,1,13,19.89,75.0,31.1,53.1,Fail
G25456,2026,1,9,14.28,55.0,87.2,71.1,Pass
G15955,2021,2,20,13.29,100.0,100.0,100.0,Pass
G15955,2022,2,16,12.39,94.7,100.0,97.4,Pass
G15955,2023,2,15,15.59,89.4,79.1,84.3,Pass
G15955,2024,2,19,13.32,100.0,100.0,100.0,Pass
G15955,2025,2,24,11.2,100.0,100.0,100.0,Pass
G15955,2026,3,22,14.26,100.0,97.4,98.7,Pass
G21305,2022,1,15,14.64,85.0,83.6,84.3,Pass
G21305,2023,1,9,16.42,55.0,65.8,60.4,Pass
G21305,2024,1,18,12.54,100.0,100.0,100.0,Pass
G21305,2025,1,19,15.7,100.0,73.0,86.5,Pass
G21305,2026,1,22,15.67,100.0,73.3,86.7,Pass
G22415,2022,1,16,12.38,90.0,100.0,95.0,Pass
G22415,2023,1,14,9.93,80.0,100.0,90.0,Pass
G22415,2024,1,14,15.53,80.0,74.7,77.4,Pass
G22415,2025,1,17,15.89,95.0,71.1,83.1,Pass
G22415,2026,1,13,15.22,75.0,77.8,76.4,Pass
G22037,2024,1,18,13.98,100.0,90.2,95.1,Pass
G22037,2025,1,19,12.03,100.0,100.0,100.0,Pass
G22037,2026,2,17,14.68,100.0,88.2,94.1,Pass
G22579,2021,1,14,14.07,80.0,89.3,84.7,Pass
G22579,2022,1,17,10.7,95.0,100.0,97.5,Pass
G22579,2023,1,18,11.65,100.0,100.0,100.0,Pass
G22579,2024,1,15,13.7,85.0,93.0,89.0,Pass
G22579,2025,1,20,13.19,100.0,98.1,99.1,Pass
G22579,2026,1,14,12.72,80.0,100.0,90.0,Pass
G22977,2023,1,19,14.01,100.0,89.9,95.0,Pass
G22977,2024,1,18,14.88,100.0,81.2,90.6,Pass
G22977,2025,1,20,16.75,100.0,62.5,81.3,Pass
G22977,2026,1,11,13.52,65.0,94.8,79.9,Pass
G24065,2023,1,10,15.47,60.0,75.3,67.7,Pass
G24065,2024,1,12,15.13,70.0,78.7,74.4,Pass
G24065,2025,1,14,15.63,80.0,73.7,76.9,Pass
G24065,2026,1,16,13.59,90.0,94.1,92.1,Pass
G07673,2021,3,26,11.28,100.0,100.0,100.0,Pass
G07673,2022,4,23,15.88,100.0,86.2,93.1,Pass
G07673,2023,4,25,12.35,100.0,100.0,100.0,Pass
G07673,2024,4,26,10.8,100.0,100.0,100.0,Pass
G07673,2025,4,23,14.13,100.0,100.0,100.0,Pass
G07673,2026,4,20,13.41,100.0,100.0,100.0,Pass
G22535,2022,1,15,11.84,85.0,100.0,92.5,Pass
G22535,2023,1,19,13.85,100.0,91.5,95.8,Pass
G22535,2024,1,17,16.15,95.0,68.5,81.8,Pass
G22535,2025,1,16,13.97,90.0,90.3,90.2,Pass
G22535,2026,1,18,12.19,100.0,100.0,100.0,Pass
G23918,2022,1,17,12.3,95.0,100.0,97.5,Pass
G23918,2023,1,13,16.74,75.0,62.6,68.8,Pass
G23918,2024,1,19,14.97,100.0,80.3,90.2,Pass
G23918,2025,1,17,14.95,95.0,80.5,87.8,Pass
G23918,2026,1,9,13.95,55.0,90.5,72.8,Pass
G25132,2024,1,15,13.29,85.0,97.1,91.1,Pass
G25132,2025,1,9,15.83,55.0,71.7,63.4,Pass
G25132,2026,1,13,15.3,75.0,77.0,76.0,Pass
G22485,2023,1,12,12.71,70.0,100.0,85.0,Pass
G22485,2024,1,13,15.48,75.0,75.2,75.1,Pass
G22485,2025,1,19,17.23,100.0,57.7,78.9,Pass
G22485,2026,1,11,12.2,65.0,100.0,82.5,Pass
G22220,2024,1,20,14.59,100.0,84.1,92.1,Pass
G22220,2025,1,16,15.57,90.0,74.3,82.2,Pass
G22220,2026,1,18,14.42,100.0,85.8,92.9,Pass
G22168,2023,1,14,13.88,80.0,91.2,85.6,Pass
G22168,2024,1,16,15.46,90.0,75.4,82.7,Pass
G22168,2025,1,20,14.24,100.0,87.6,93.8,Pass
G22168,2026,1,18,16.32,100.0,66.8,83.4,Pass
G13401,2022,2,19,12.35,100.0,100.0,100.0,Pass
G13401,2023,2,23,12.26,100.0,100.0,100.0,Pass
G13401,2024,3,22,16.13,100.0,78.7,89.4,Pass
G13401,2025,3,28,10.58,100.0,100.0,100.0,Pass
G13401,2026,3,17,12.43,100.0,100.0,100.0,Pass
G25062,2024,1,15,14.74,85.0,82.6,83.8,Pass
