person_id,department,year,month,planned_missions,completed_missions,cancelled_missions,flight_hours_real,flight_hours_training,flight_hours_combat,flight_hours_test,flight_hours_simulator,avg_temperature_c,avg_wind_speed_kmh,dominant_weather,primary_cancellation_reason
AO23681,Sigma,2026,2,6,6,0,17.52,4.0,4.8,8.719999999999999,3.85,2.6,7.5,Rainy,
AO23681,Sigma,2026,3,9,9,0,32.71,12.71,8.0,12.0,8.41,15.9,13.3,Clear,
AO23681,Sigma,2026,4,8,8,0,19.86,8.4,11.46,0.0,3.58,14.9,23.4,Clear,
AO23681,Sigma,2026,5,9,9,0,36.0,16.0,16.0,4.0,4.14,16.0,25.4,Clear,
AO23681,Sigma,2026,6,11,11,0,42.8,12.0,18.8,12.0,6.32,29.2,9.0,Clear,
AO23728,Beta,2023,10,2,2,0,34.53,16.05,18.48,0.0,6.41,12.7,37.8,Clear,
AO23728,Beta,2023,11,1,1,0,17.39,17.39,0.0,0.0,2.3,15.6,40.4,Clear,
AO23728,Beta,2023,12,1,1,0,17.33,17.33,0.0,0.0,6.35,1.6,44.2,Clear,
AO23728,Beta,2024,1,1,1,0,17.13,0.0,17.13,0.0,3.01,3.1,39.6,Windy,
AO23728,Beta,2024,3,1,1,0,16.33,0.0,16.33,0.0,6.26,16.7,34.5,Clear,
AO23728,Beta,2024,4,1,1,0,17.86,17.86,0.0,0.0,3.43,17.3,29.6,Clear,
AO23728,Beta,2024,5,1,1,0,17.59,0.0,17.59,0.0,6.14,15.8,31.2,Clear,
AO23728,Beta,2024,7,1,1,0,13.47,0.0,13.47,0.0,6.12,31.1,6.5,Clear,
AO23728,Beta,2024,8,1,1,0,18.01,18.01,0.0,0.0,5.53,30.1,8.1,Clear,
AO23728,Beta,2024,9,3,3,0,55.36,36.07,19.29,0.0,4.21,13.9,16.2,Clear,
AO23728,Beta,2024,10,1,1,0,18.13,18.13,0.0,0.0,5.97,13.1,41.5,Clear,
AO23728,Beta,2024,11,1,1,0,15.94,15.94,0.0,0.0,2.94,12.6,35.8,Clear,
AO23728,Beta,2024,12,1,1,0,15.0,15.0,0.0,0.0,5.65,2.2,40.1,Rainy,
AO23728,Beta,2025,1,2,2,0,33.66,33.66,0.0,0.0,4.52,3.7,17.1,Cloudy,
AO23728,Beta,2025,4,1,1,0,17.51,0.0,0.0,17.51,2.39,16.6,35.9,Clear,
AO23728,Beta,2025,7,1,1,0,15.79,15.79,0.0,0.0,7.79,29.2,9.9,Clear,
AO23728,Beta,2025,8,3,3,0,55.61,20.0,0.0,35.61,5.89,30.2,27.7,Clear,
AO23728,Beta,2025,9,1,1,0,13.51,0.0,13.51,0.0,8.28,15.1,18.3,Clear,
AO23728,Beta,2025,10,3,3,0,50.33,35.980000000000004,0.0,14.35,7.07,14.2,36.5,Clear,
AO23728,Beta,2025,11,1,1,0,19.45,0.0,19.45,0.0,9.66,14.2,28.5,Clear,
AO23728,Beta,2026,6,3,3,0,52.22,0.0,52.22,0.0,5.57,30.0,37.1,Clear,
AO23780,Sigma,2023,12,2,2,0,6.52,6.52,0.0,0.0,4.04,4.0,5.1,Clear,
AO23780,Sigma,2024,1,6,6,0,21.78,16.0,5.78,0.0,5.92,3.6,26.7,Cloudy,
AO23780,Sigma,2024,2,5,5,0,14.7,4.0,9.370000000000001,1.33,5.93,3.5,26.7,Cloudy,
AO23780,Sigma,2024,3,2,2,0,5.57,4.0,0.0,1.57,7.94,16.3,6.9,Clear,
AO23780,Sigma,2024,4,11,11,0,44.0,16.0,12.0,16.0,6.83,16.0,24.1,Clear,
AO23780,Sigma,2024,5,9,9,0,32.08,16.08,8.0,8.0,8.45,16.0,7.8,Clear,
AO23780,Sigma,2024,6,4,4,0,11.379999999999999,5.71,1.67,4.0,8.72,30.4,33.2,Clear,
AO23780,Sigma,2024,7,11,11,0,41.38,17.38,8.0,16.0,4.42,29.4,11.4,Clear,
AO23780,Sigma,2024,8,11,11,0,31.95,10.56,8.1,13.29,4.41,30.9,31.7,Clear,
AO23780,Sigma,2024,9,4,4,0,16.0,12.0,4.0,0.0,8.33,13.7,22.5,Clear,
AO23780,Sigma,2024,10,5,5,0,20.0,4.0,8.0,8.0,3.56,13.5,12.8,Clear,
AO23780,Sigma,2024,11,4,4,0,15.49,3.49,4.0,8.0,6.61,13.4,19.6,Clear,
AO23780,Sigma,2024,12,6,6,0,24.0,4.0,12.0,8.0,5.63,4.0,5.6,Rainy,
AO23780,Sigma,2025,1,4,4,0,16.0,4.0,8.0,4.0,5.35,3.1,17.1,Windy,
AO23780,Sigma,2025,2,8,8,0,32.0,12.0,16.0,4.0,6.99,4.7,32.4,Clear,
AO23780,Sigma,2025,3,6,6,0,24.0,4.0,8.0,12.0,6.99,16.4,22.6,Clear,
AO23780,Sigma,2025,4,6,6,0,22.509999999999998,4.0,14.51,4.0,5.22,16.3,21.0,Clear,
AO23780,Sigma,2025,5,16,16,0,59.35,13.49,28.0,17.86,2.89,14.9,34.7,Clear,
AO23780,Sigma,2025,6,8,8,0,31.68,12.0,16.0,3.68,4.21,29.6,17.0,Clear,
AO23780,Sigma,2025,7,7,7,0,26.48,4.0,18.48,4.0,8.5,30.3,16.2,Clear,
AO23780,Sigma,2025,8,13,13,0,40.88,16.46,12.88,11.54,5.31,29.6,33.2,Clear,
AO23780,Sigma,2025,9,9,9,0,34.42,16.0,10.42,8.0,10.09,14.1,36.1,Cloudy,
AO23780,Sigma,2025,10,7,7,0,28.0,4.0,24.0,0.0,2.97,14.5,11.1,Clear,
AO23780,Sigma,2025,11,5,5,0,20.0,16.0,4.0,0.0,5.43,13.9,11.7,Clear,
AO23780,Sigma,2025,12,3,3,0,11.719999999999999,7.9,0.0,3.82,6.09,2.4,9.2,Cloudy,
AO23780,Sigma,2026,1,4,4,0,16.0,4.0,4.0,8.0,1.82,3.4,27.8,Cloudy,
AO23780,Sigma,2026,2,3,3,0,12.0,12.0,0.0,0.0,6.99,2.6,43.3,Rainy,
AO23780,Sigma,2026,3,4,4,0,14.73,4.0,6.73,4.0,7.52,15.9,33.6,Clear,
AO23780,Sigma,2026,4,7,7,0,28.0,8.0,20.0,0.0,5.9,14.9,7.2,Clear,
AO23780,Sigma,2026,5,14,14,0,52.86,38.54,10.32,4.0,5.93,16.0,37.6,Clear,
AO23780,Sigma,2026,6,5,5,0,20.0,4.0,16.0,0.0,3.68,29.2,16.4,Clear,
AO23991,Delta,2023,9,9,9,0,29.9,1.9,16.0,12.0,4.2,14.3,30.9,Cloudy,
AO23991,Delta,2023,10,14,14,0,45.36,8.74,11.719999999999999,24.9,4.89,13.4,14.0,Clear,
AO23991,Delta,2023,11,1,1,0,1.86,1.86,0.0,0.0,3.77,16.2,40.9,Clear,
AO23991,Delta,2023,12,7,7,0,24.25,8.0,8.25,8.0,6.69,3.9,42.7,Clear,
AO23991,Delta,2024,1,2,2,0,4.63,0.63,4.0,0.0,3.87,4.6,8.3,Windy,
AO23991,Delta,2024,2,8,8,0,29.61,5.61,20.0,4.0,5.22,1.6,8.1,Cloudy,
AO23991,Delta,2024,3,6,6,0,21.59,4.0,13.59,4.0,3.84,14.7,26.1,Clear,
AO23991,Delta,2024,4,10,10,0,32.29,23.77,4.28,4.24,5.59,16.0,13.9,Clear,
AO23991,Delta,2024,5,9,9,0,35.28,23.310000000000002,8.0,3.97,7.34,14.5,39.6,Clear,
AO23991,Delta,2024,6,10,10,0,38.66,26.66,4.0,8.0,5.79,31.1,8.4,Clear,
AO23991,Delta,2024,7,13,13,0,44.63,32.63,4.0,8.0,10.19,30.4,7.9,Clear,
AO23991,Delta,2024,8,6,6,0,24.0,4.0,8.0,12.0,6.6,29.2,29.4,Clear,
AO23991,Delta,2024,9,4,4,0,14.07,6.07,4.0,4.0,1.74,14.1,25.7,Cloudy,
AO23991,Delta,2024,10,4,4,0,16.0,0.0,8.0,8.0,8.82,13.7,29.2,Cloudy,
AO23991,Delta,2024,11,7,7,0,27.41,8.0,8.0,11.41,4.72,14.5,15.4,Cloudy,
AO23991,Delta,2024,12,3,3,0,12.0,4.0,4.0,4.0,8.63,4.4,19.2,Clear,
AO23991,Delta,2025,1,3,3,0,12.0,4.0,0.0,8.0,4.1,2.8,41.7,Windy,
AO23991,Delta,2025,2,6,6,0,21.64,12.0,4.0,5.64,2.7,2.2,22.3,Rainy,
AO23991,Delta,2025,3,7,7,0,27.7,15.99,3.71,8.0,7.57,14.4,29.2,Clear,
AO23991,Delta,2025,4,4,4,0,13.96,0.0,8.0,5.96,7.2,16.7,15.5,Clear,
AO23991,Delta,2025,5,10,10,0,31.310000000000002,8.0,10.56,12.75,7.66,15.5,41.9,Clear,
AO23991,Delta,2025,6,12,12,0,47.29,12.0,15.29,20.0,6.03,30.8,42.2,Clear,
AO23991,Delta,2025,7,8,8,0,28.63,12.0,8.0,8.63,7.6,30.1,39.5,Clear,
AO23991,Delta,2025,8,6,6,0,21.439999999999998,17.439999999999998,4.0,0.0,5.64,30.5,8.7,Clear,
AO23991,Delta,2025,9,3,3,0,8.26,4.0,4.26,0.0,7.76,14.0,30.8,Cloudy,
AO23991,Delta,2025,10,5,5,0,19.46,11.46,0.0,8.0,3.32,15.0,6.4,Windy,
AO23991,Delta,2025,11,5,5,0,18.060000000000002,10.06,4.0,4.0,5.06,12.1,25.8,Clear,
AO23991,Delta,2025,12,6,6,0,21.29,8.0,9.29,4.0,4.53,2.5,5.8,Windy,
AO23991,Delta,2026,1,5,5,0,19.61,8.0,8.0,3.61,10.13,2.4,44.6,Cloudy,
AO23991,Delta,2026,2,1,1,0,4.0,0.0,4.0,0.0,4.81,4.3,36.4,Windy,
AO23991,Delta,2026,3,5,5,0,20.0,12.0,8.0,0.0,6.75,15.9,12.7,Clear,
AO23991,Delta,2026,4,5,5,0,20.0,8.0,8.0,4.0,3.88,16.2,9.5,Cloudy,
AO23991,Delta,2026,5,12,12,0,45.730000000000004,12.0,21.73,12.0,8.55,16.5,44.2,Clear,
AO23991,Delta,2026,6,9,9,0,25.94,20.66,5.0,0.28,5.71,30.9,40.6,Clear,
AO24023,Alpha,2024,12,2,2,0,8.0,0.0,8.0,0.0,6.83,4.3,10.1,Clear,
AO24023,Alpha,2025,1,1,1,0,4.0,4.0,0.0,0.0,6.83,1.8,19.5,Clear,
AO24023,Alpha,2025,2,3,3,0,9.120000000000001,5.12,0.0,4.0,4.41,3.1,7.6,Cloudy,
AO24023,Alpha,2025,3,2,2,0,6.58,2.58,0.0,4.0,3.39,16.6,6.2,Clear,
AO24023,Alpha,2025,4,3,3,0,8.14,4.0,4.14,0.0,6.08,17.4,32.9,Clear,
AO24023,Alpha,2025,5,12,12,0,34.75,14.25,16.2,4.3,5.74,16.4,25.0,Clear,
AO24023,Alpha,2025,6,9,9,0,32.68,20.68,0.0,12.0,5.72,31.3,9.9,Clear,
AO24023,Alpha,2025,7,7,7,0,28.0,12.0,4.0,12.0,5.69,30.5,25.1,Clear,
AO24023,Alpha,2025,8,5,5,0,14.84,5.45,0.0,9.39,5.7,31.3,41.5,Clear,
AO24023,Alpha,2025,9,2,2,0,8.0,4.0,4.0,0.0,2.82,13.9,30.8,Clear,
AO24023,Alpha,2025,10,5,5,0,17.53,5.53,12.0,0.0,5.62,14.8,39.7,Clear,
AO24023,Alpha,2025,11,5,5,0,15.45,6.46,4.0,4.99,5.01,14.7,40.8,Cloudy,
AO24023,Alpha,2025,12,5,5,0,20.0,12.0,4.0,4.0,4.5,3.9,21.8,Rainy,
AO24023,Alpha,2026,2,4,4,0,14.77,7.98,4.0,2.79,5.69,3.4,32.4,Rainy,
AO24023,Alpha,2026,3,1,1,0,4.0,4.0,0.0,0.0,7.79,15.0,12.6,Clear,
AO24023,Alpha,2026,4,3,3,0,12.0,4.0,4.0,4.0,8.14,14.4,12.6,Cloudy,
AO24023,Alpha,2026,5,8,8,0,31.42,16.0,11.42,4.0,4.96,16.5,8.1,Clear,
AO24023,Alpha,2026,6,6,6,0,22.43,4.0,10.43,8.0,6.68,28.3,6.8,Clear,
AO24033,Alpha,2024,11,8,8,0,27.25,10.85,12.4,4.0,5.65,14.1,32.4,Rainy,
AO24033,Alpha,2024,12,4,4,0,12.32,8.0,0.32,4.0,5.0,4.3,35.5,Clear,
AO24033,Alpha,2025,2,1,1,0,4.0,4.0,0.0,0.0,3.58,3.1,13.9,Cloudy,
AO24033,Alpha,2025,3,3,3,0,12.0,0.0,0.0,12.0,5.63,16.6,28.3,Clear,
AO24033,Alpha,2025,4,7,7,0,28.0,4.0,20.0,4.0,3.58,17.4,36.6,Clear,
AO24033,Alpha,2025,5,9,9,0,36.0,8.0,16.0,12.0,7.23,16.4,30.1,Clear,
AO24033,Alpha,2025,6,8,8,0,28.3,16.0,8.3,4.0,5.21,31.3,8.9,Clear,
AO24033,Alpha,2025,7,5,5,0,15.690000000000001,7.69,8.0,0.0,4.15,30.5,24.5,Clear,
AO24033,Alpha,2025,8,5,5,0,20.0,8.0,4.0,8.0,7.46,31.3,39.7,Clear,
AO24033,Alpha,2025,9,3,3,0,12.0,8.0,4.0,0.0,7.01,13.9,9.5,Clear,
AO24033,Alpha,2025,10,6,6,0,21.15,8.0,13.15,0.0,0.99,14.8,25.1,Clear,
AO24033,Alpha,2025,11,4,4,0,13.61,4.0,8.0,1.61,5.43,14.7,35.3,Cloudy,
AO24033,Alpha,2025,12,7,7,0,25.240000000000002,10.75,4.0,10.49,5.41,3.9,40.2,Rainy,
AO24033,Alpha,2026,1,4,4,0,16.0,12.0,4.0,0.0,7.54,3.1,41.3,Cloudy,
AO24033,Alpha,2026,2,3,3,0,12.0,8.0,0.0,4.0,3.14,3.4,37.9,Rainy,
AO24033,Alpha,2026,3,5,5,0,17.56,1.56,12.0,4.0,7.2,15.0,39.0,Clear,
AO24033,Alpha,2026,4,5,5,0,20.0,16.0,4.0,0.0,5.91,14.4,25.9,Cloudy,
AO24033,Alpha,2026,5,12,12,0,45.94,22.240000000000002,4.0,19.7,7.45,16.5,41.6,Clear,
AO24033,Alpha,2026,6,7,7,0,25.7,8.0,9.7,8.0,6.47,28.3,20.4,Clear,
AO24038,Beta,2024,8,2,2,0,36.17,17.04,19.13,0.0,6.23,30.1,40.9,Clear,
AO24038,Beta,2024,9,1,1,0,16.53,16.53,0.0,0.0,2.0,13.9,9.6,Clear,
AO24038,Beta,2024,10,1,1,0,17.88,0.0,0.0,17.88,4.81,13.1,28.6,Clear,
AO24038,Beta,2024,11,1,1,0,16.05,16.05,0.0,0.0,10.06,12.6,13.7,Clear,
AO24038,Beta,2025,2,1,1,0,14.76,0.0,14.76,0.0,5.72,4.0,10.2,Cloudy,
AO24038,Beta,2025,4,1,1,0,15.66,0.0,15.66,0.0,10.15,16.6,21.4,Clear,
AO24038,Beta,2025,5,2,2,0,38.06,18.9,19.16,0.0,4.5,16.6,39.5,Clear,
AO24038,Beta,2025,6,1,1,0,19.38,19.38,0.0,0.0,6.31,31.6,41.2,Clear,
AO24038,Beta,2025,7,2,2,0,36.120000000000005,20.0,16.12,0.0,3.97,29.2,20.5,Clear,
AO24038,Beta,2025,11,2,2,0,37.75,18.87,0.0,18.88,9.54,14.2,40.3,Clear,
AO24038,Beta,2025,12,1,1,0,15.67,0.0,15.67,0.0,7.36,1.6,44.3,Cloudy,
AO24038,Beta,2026,1,1,1,0,17.97,17.97,0.0,0.0,9.74,2.1,26.6,Cloudy,
AO24038,Beta,2026,3,1,1,0,20.0,20.0,0.0,0.0,5.08,16.3,17.5,Clear,
AO24038,Beta,2026,4,1,1,0,17.31,17.31,0.0,0.0,6.82,16.3,41.6,Clear,
AO24038,Beta,2026,5,1,1,0,18.28,0.0,0.0,18.28,9.01,16.0,30.8,Clear,
AO24080,Gamma,2024,12,2,2,0,4.38,4.0,0.0,0.38,8.51,3.2,6.9,Cloudy,
AO24080,Gamma,2025,1,4,4,0,16.0,12.0,0.0,4.0,4.53,3.0,16.9,Rainy,
AO24080,Gamma,2025,2,7,7,0,28.0,12.0,8.0,8.0,6.17,2.3,17.6,Clear,
AO24080,Gamma,2025,3,2,2,0,6.34,0.0,6.34,0.0,3.63,17.2,12.7,Rainy,
AO24080,Gamma,2025,4,7,7,0,24.58,10.370000000000001,10.21,4.0,6.1,15.2,43.1,Clear,
AO24080,Gamma,2025,5,14,14,0,47.06,22.88,8.18,16.0,5.78,16.4,10.4,Clear,
AO24080,Gamma,2025,6,7,7,0,26.36,3.9,8.0,14.46,3.76,31.1,34.7,Clear,
AO24080,Gamma,2025,7,7,7,0,25.21,4.0,13.21,8.0,7.14,29.2,34.9,Clear,
AO24080,Gamma,2025,8,8,8,0,28.11,1.16,16.0,10.95,7.13,29.8,28.6,Clear,
AO24080,Gamma,2025,9,10,10,0,34.42,11.35,15.07,8.0,5.41,13.7,11.8,Rainy,
AO24080,Gamma,2025,10,7,7,0,21.64,13.64,0.0,8.0,6.49,15.7,31.9,Cloudy,
AO24080,Gamma,2025,11,3,3,0,12.0,4.0,0.0,8.0,6.75,14.3,37.3,Clear,
AO24080,Gamma,2025,12,6,6,0,24.0,8.0,0.0,16.0,12.49,2.7,21.1,Cloudy,
AO24080,Gamma,2026,1,3,3,0,12.0,0.0,8.0,4.0,7.46,3.3,40.7,Cloudy,
AO24080,Gamma,2026,2,3,3,0,11.08,4.0,0.0,7.08,6.91,3.5,29.1,Windy,
AO24080,Gamma,2026,3,7,7,0,22.44,2.44,16.0,4.0,8.12,15.4,7.1,Cloudy,
AO24080,Gamma,2026,4,4,4,0,15.24,0.0,4.0,11.24,5.89,15.5,25.9,Clear,
AO24080,Gamma,2026,5,5,5,0,20.0,16.0,4.0,0.0,5.65,14.6,16.4,Clear,
AO24080,Gamma,2026,6,9,9,0,34.66,3.2,15.46,16.0,8.92,29.9,38.6,Clear,
AO24140,Sigma,2024,9,2,2,0,36.55,0.0,36.55,0.0,7.19,13.7,6.9,Clear,
AO24140,Sigma,2024,10,2,2,0,35.83,18.21,17.62,0.0,4.4,13.5,34.6,Clear,
AO24140,Sigma,2024,11,1,1,0,17.08,0.0,0.0,17.08,6.42,13.4,26.4,Clear,
AO24140,Sigma,2025,2,2,2,0,31.46,16.4,0.0,15.06,8.71,4.7,42.6,Clear,
AO24140,Sigma,2025,3,2,2,0,31.88,31.88,0.0,0.0,3.19,16.4,17.5,Clear,
AO24140,Sigma,2025,5,1,1,0,16.72,16.72,0.0,0.0,8.7,14.9,41.8,Clear,
AO24140,Sigma,2025,6,1,1,0,16.01,0.0,16.01,0.0,3.86,29.6,34.4,Clear,
AO24140,Sigma,2025,7,2,2,0,32.61,17.05,15.56,0.0,7.19,30.3,16.6,Clear,
AO24140,Sigma,2025,9,2,2,0,33.46,0.0,18.42,15.04,10.54,14.1,11.2,Cloudy,
AO24140,Sigma,2025,10,1,1,0,16.18,0.0,0.0,16.18,9.28,14.5,8.3,Clear,
AO24140,Sigma,2025,11,1,1,0,14.94,0.0,14.94,0.0,4.14,13.9,9.1,Clear,
AO24140,Sigma,2025,12,1,1,0,18.18,0.0,0.0,18.18,5.92,2.4,20.8,Cloudy,
AO24140,Sigma,2026,1,1,1,0,18.8,0.0,0.0,18.8,9.33,3.4,13.4,Cloudy,
AO24140,Sigma,2026,2,2,2,0,36.72,36.72,0.0,0.0,8.11,2.6,28.5,Rainy,
AO24140,Sigma,2026,3,1,1,0,18.86,18.86,0.0,0.0,8.73,15.9,11.6,Clear,
AO24140,Sigma,2026,4,2,2,0,32.81,16.4,16.41,0.0,2.24,14.9,35.6,Clear,
AO24140,Sigma,2026,5,2,2,0,35.010000000000005,17.28,0.0,17.73,6.93,16.0,6.0,Clear,
AO24140,Sigma,2026,6,2,2,0,31.340000000000003,14.74,0.0,16.6,6.82,29.2,6.9,Clear,
AO24190,Delta,2024,6,2,2,0,32.86,17.13,15.73,0.0,7.66,31.1,28.9,Clear,
AO24190,Delta,2024,7,2,2,0,30.65,30.65,0.0,0.0,8.02,30.4,35.9,Clear,
AO24190,Delta,2024,8,2,2,0,29.66,13.39,16.27,0.0,5.49,29.2,24.6,Clear,
AO24190,Delta,2024,9,1,1,0,15.16,15.16,0.0,0.0,5.76,14.1,32.5,Cloudy,
AO24190,Delta,2024,10,1,1,0,14.33,0.0,0.0,14.33,4.68,13.7,19.5,Cloudy,
AO24190,Delta,2024,11,2,2,0,36.25,19.29,0.0,16.96,7.89,14.5,18.0,Cloudy,
AO24190,Delta,2025,1,1,1,0,17.02,17.02,0.0,0.0,8.41,2.8,19.9,Windy,
AO24190,Delta,2025,3,1,1,0,15.99,15.99,0.0,0.0,3.41,14.4,23.7,Clear,
AO24190,Delta,2025,4,2,2,0,34.21,16.25,0.0,17.96,10.42,16.7,42.4,Clear,
AO24190,Delta,2025,7,1,1,0,15.02,0.0,15.02,0.0,8.5,30.1,40.6,Clear,
AO24190,Delta,2025,9,1,1,0,18.42,0.0,18.42,0.0,4.76,14.0,6.1,Cloudy,
AO24190,Delta,2025,10,2,2,0,30.1,18.51,11.59,0.0,7.5,15.0,27.3,Windy,
AO24190,Delta,2025,11,2,2,0,37.07,17.75,19.32,0.0,6.79,12.1,6.3,Clear,
AO24190,Delta,2026,1,2,2,0,35.81,16.2,0.0,19.61,7.63,2.4,43.0,Cloudy,
AO24190,Delta,2026,4,1,1,0,15.87,0.0,0.0,15.87,6.2,16.2,19.5,Cloudy,
AO24190,Delta,2026,5,1,1,0,15.12,15.12,0.0,0.0,4.55,16.5,24.6,Clear,
AO24190,Delta,2026,6,2,2,0,35.76,35.76,0.0,0.0,3.29,30.9,37.7,Clear,
AO24225,Beta,2024,9,9,9,0,34.15,14.75,8.0,11.4,7.22,13.9,7.5,Clear,
AO24225,Beta,2024,10,8,8,0,25.92,8.0,8.0,9.92,9.13,13.1,27.2,Clear,
AO24225,Beta,2024,11,4,4,0,16.0,8.0,4.0,4.0,2.97,12.6,27.2,Clear,
AO24225,Beta,2024,12,4,4,0,16.0,8.0,0.0,8.0,7.77,2.2,9.6,Rainy,
AO24225,Beta,2025,1,7,7,0,23.71,12.0,4.0,7.71,5.26,3.7,31.7,Cloudy,
AO24225,Beta,2025,2,3,3,0,12.0,8.0,4.0,0.0,4.45,4.0,22.1,Cloudy,
AO24225,Beta,2025,3,6,6,0,17.759999999999998,11.36,2.4,4.0,6.03,15.5,34.7,Cloudy,
AO24225,Beta,2025,4,9,9,0,33.97,4.0,10.42,19.55,8.95,16.6,38.0,Clear,
AO24225,Beta,2025,5,5,5,0,17.37,13.370000000000001,4.0,0.0,6.24,16.6,22.4,Clear,
AO24225,Beta,2025,6,10,10,0,39.36,15.61,15.75,8.0,7.09,31.6,39.5,Clear,
AO24225,Beta,2025,7,4,4,0,12.02,4.0,4.02,4.0,6.86,29.2,44.9,Clear,
AO24225,Beta,2025,8,6,6,0,18.36,5.3,9.06,4.0,7.05,30.2,30.5,Clear,
AO24225,Beta,2025,9,7,7,0,28.0,16.0,8.0,4.0,4.29,15.1,31.9,Clear,
AO24225,Beta,2025,10,8,8,0,28.33,12.0,8.33,8.0,4.09,14.2,34.9,Clear,
AO24225,Beta,2025,11,5,5,0,17.86,8.0,8.0,1.86,5.46,14.2,5.2,Clear,
AO24225,Beta,2025,12,8,8,0,30.240000000000002,14.24,8.0,8.0,4.76,1.6,33.6,Cloudy,
AO24225,Beta,2026,1,7,7,0,24.53,16.0,4.53,4.0,5.26,2.1,10.7,Cloudy,
AO24225,Beta,2026,2,1,1,0,0.44,0.0,0.0,0.44,4.6,2.4,24.2,Rainy,
AO24225,Beta,2026,3,5,5,0,20.0,8.0,8.0,4.0,2.73,16.3,21.9,Clear,
AO24225,Beta,2026,4,5,5,0,16.08,12.08,0.0,4.0,1.66,16.3,29.5,Clear,
AO24225,Beta,2026,5,12,12,0,47.72,24.0,11.72,12.0,1.93,16.0,32.4,Clear,
AO24225,Beta,2026,6,16,16,0,58.78,29.47,25.310000000000002,4.0,6.14,30.0,41.9,Clear,
AO24250,Alpha,2024,3,2,2,0,29.85,15.08,14.77,0.0,4.67,16.4,17.9,Cloudy,
AO24250,Alpha,2024,4,2,2,0,36.61,17.11,19.5,0.0,3.01,16.7,12.4,Clear,
AO24250,Alpha,2024,5,3,3,0,50.72,0.0,35.97,14.75,6.95,15.8,11.0,Clear,
AO24250,Alpha,2024,7,1,1,0,17.46,17.46,0.0,0.0,4.03,29.5,11.3,Clear,
AO24250,Alpha,2024,9,2,2,0,34.730000000000004,34.730000000000004,0.0,0.0,5.9,13.1,5.1,Cloudy,
AO24250,Alpha,2025,4,2,2,0,36.129999999999995,36.129999999999995,0.0,0.0,5.27,17.4,11.6,Clear,
AO24250,Alpha,2025,6,1,1,0,15.68,15.68,0.0,0.0,4.28,31.3,22.4,Clear,
AO24250,Alpha,2025,7,1,1,0,15.61,0.0,15.61,0.0,7.79,30.5,14.5,Clear,
AO24250,Alpha,2025,9,2,2,0,32.96,0.0,0.0,32.96,10.58,13.9,13.2,Clear,
AO24250,Alpha,2025,11,2,2,0,27.53,14.54,0.0,12.99,5.22,14.7,16.6,Cloudy,
AO24250,Alpha,2026,1,2,2,0,36.86,0.0,36.86,0.0,4.83,3.1,34.1,Cloudy,
AO24250,Alpha,2026,6,2,2,0,35.260000000000005,0.0,18.0,17.26,3.78,28.3,38.1,Clear,
AO24278,Delta,2024,4,14,14,0,49.55,22.17,19.189999999999998,8.190000000000001,9.05,16.0,6.6,Clear,
AO24278,Delta,2024,5,9,9,0,30.55,11.36,7.1899999999999995,12.0,3.99,14.5,9.6,Clear,
AO24278,Delta,2024,6,14,14,0,43.48,22.96,13.58,6.9399999999999995,6.9,31.1,24.5,Clear,
AO24278,Delta,2024,7,14,14,0,52.78,32.78,12.0,8.0,4.19,30.4,6.2,Clear,
AO24278,Delta,2024,8,9,9,0,26.84,5.5600000000000005,13.28,8.0,3.93,29.2,36.0,Clear,
AO24278,Delta,2024,9,7,7,0,27.95,12.0,11.95,4.0,5.34,14.1,11.8,Cloudy,
AO24278,Delta,2024,10,7,7,0,27.39,0.0,12.0,15.39,8.22,13.7,18.8,Cloudy,
AO24278,Delta,2024,11,10,10,0,36.96,12.0,8.0,16.96,4.53,14.5,13.9,Cloudy,
AO24278,Delta,2024,12,2,2,0,7.57,3.57,0.0,4.0,4.73,4.4,12.8,Clear,
AO24278,Delta,2025,1,2,2,0,8.0,4.0,4.0,0.0,7.04,2.8,20.9,Windy,
AO24278,Delta,2025,2,5,5,0,13.93,8.2,4.0,1.73,9.33,2.2,7.0,Rainy,
AO24278,Delta,2025,3,6,6,0,24.0,16.0,0.0,8.0,7.51,14.4,44.8,Clear,
AO24278,Delta,2025,4,9,9,0,28.79,16.0,4.5600000000000005,8.23,5.71,16.7,19.4,Clear,
AO24278,Delta,2025,5,13,13,0,44.26,16.41,15.85,12.0,7.25,15.5,42.1,Clear,
AO24278,Delta,2025,6,9,9,0,32.98,12.0,10.34,10.64,2.61,30.8,31.9,Clear,
AO24278,Delta,2025,7,4,4,0,9.370000000000001,5.37,0.0,4.0,4.51,30.1,10.6,Clear,
AO24278,Delta,2025,8,11,11,0,40.81,16.0,14.26,10.55,6.64,30.5,31.2,Clear,
AO24278,Delta,2025,9,8,8,0,25.18,4.0,16.6,4.58,4.05,14.0,32.1,Cloudy,
AO24278,Delta,2025,10,7,7,0,25.09,9.09,8.0,8.0,3.07,15.0,14.5,Windy,
AO24278,Delta,2025,11,3,3,0,11.39,3.39,8.0,0.0,4.56,12.1,17.7,Clear,
AO24278,Delta,2025,12,3,3,0,12.0,8.0,4.0,0.0,4.9,2.5,8.8,Windy,
AO24278,Delta,2026,1,5,5,0,18.84,0.0,10.84,8.0,6.63,2.4,14.5,Cloudy,
AO24278,Delta,2026,2,3,3,0,10.05,4.0,0.0,6.05,10.69,4.3,14.7,Windy,
