person_id,department,exam_year,standardization_score,flight_clearance,retake_required,retake_score,final_clearance_status,evaluator_id
G08825,Gamma,2026,92.5,Cleared,False,,Cleared,AO18162
G08986,Beta,2025,72.0,Cleared,False,,Cleared,AO13826
G08986,Beta,2026,78.0,Cleared,False,,Cleared,AO13826
G08994,Gamma,2021,70.8,Cleared,False,,Cleared,AO18162
G08994,Gamma,2022,83.4,Cleared,False,,Cleared,AO18162
G08994,Gamma,2023,91.4,Cleared,False,,Cleared,AO18162
G08994,Gamma,2024,76.4,Cleared,False,,Cleared,AO18162
G08994,Gamma,2025,81.3,Cleared,False,,Cleared,AO18162
G08994,Gamma,2026,71.5,Cleared,False,,Cleared,AO18162
G10034,Gamma,2024,64.2,Not Cleared,True,73.8,Cleared,AO18162
G10034,Gamma,2025,90.7,Cleared,False,,Cleared,AO18162
G10034,Gamma,2026,82.8,Cleared,False,,Cleared,AO18162
G10878,Sigma,2022,69.5,Not Cleared,True,83.9,Cleared,AO12830
G10878,Sigma,2023,65.4,Not Cleared,True,76.2,Cleared,AO12830
G10878,Sigma,2024,69.4,Not Cleared,True,81.4,Cleared,AO12830
G10878,Sigma,2025,70.1,Cleared,False,,Cleared,AO12830
G10878,Sigma,2026,86.5,Cleared,False,,Cleared,AO12830
G11488,Alpha,2021,94.8,Cleared,False,,Cleared,AO16543
G11488,Alpha,2022,85.5,Cleared,False,,Cleared,AO16543
G11488,Alpha,2023,83.1,Cleared,False,,Cleared,AO16543
G11488,Alpha,2024,79.0,Cleared,False,,Cleared,AO16543
G11488,Alpha,2025,95.4,Cleared,False,,Cleared,AO16543
G11488,Alpha,2026,64.2,Not Cleared,True,79.4,Cleared,AO16543
G11534,Gamma,2024,56.1,Not Cleared,True,67.7,Not Cleared,AO18162
G11534,Gamma,2025,77.5,Cleared,False,,Cleared,AO18162
G11534,Gamma,2026,62.4,Not Cleared,True,75.1,Cleared,AO18162
G11545,Delta,2023,58.3,Not Cleared,True,72.6,Cleared,AO13387
G11545,Delta,2024,62.0,Not Cleared,True,81.4,Cleared,AO13387
G11545,Delta,2025,57.1,Not Cleared,True,63.8,Not Cleared,AO13387
G11545,Delta,2026,67.9,Not Cleared,True,76.6,Cleared,AO13387
G11589,Beta,2023,76.9,Cleared,False,,Cleared,AO13826
G11589,Beta,2024,76.1,Cleared,False,,Cleared,AO13826
G11589,Beta,2025,53.9,Not Cleared,True,71.3,Cleared,AO13826
G11589,Beta,2026,64.4,Not Cleared,True,72.4,Cleared,AO13826
G11657,Delta,2021,98.3,Cleared,False,,Cleared,AO13387
G11657,Delta,2022,63.4,Not Cleared,True,73.6,Cleared,AO13387
G11657,Delta,2023,73.5,Cleared,False,,Cleared,AO13387
G11657,Delta,2024,80.9,Cleared,False,,Cleared,AO13387
G11657,Delta,2025,58.4,Not Cleared,True,67.4,Not Cleared,AO13387
G11657,Delta,2026,80.5,Cleared,False,,Cleared,AO13387
G11740,Alpha,2022,75.1,Cleared,False,,Cleared,AO16543
G11740,Alpha,2023,77.4,Cleared,False,,Cleared,AO16543
G11740,Alpha,2024,74.6,Cleared,False,,Cleared,AO16543
G11740,Alpha,2025,75.5,Cleared,False,,Cleared,AO16543
G11740,Alpha,2026,95.7,Cleared,False,,Cleared,AO16543
G12516,Delta,2021,82.2,Cleared,False,,Cleared,AO13387
G12516,Delta,2022,100.0,Cleared,False,,Cleared,AO13387
G12516,Delta,2023,92.7,Cleared,False,,Cleared,AO13387
G12516,Delta,2024,92.2,Cleared,False,,Cleared,AO13387
G12516,Delta,2025,96.6,Cleared,False,,Cleared,AO13387
G12516,Delta,2026,90.3,Cleared,False,,Cleared,AO13387
G12759,Gamma,2022,65.6,Not Cleared,True,77.2,Cleared,AO18162
G12759,Gamma,2023,90.0,Cleared,False,,Cleared,AO18162
G12759,Gamma,2024,71.3,Cleared,False,,Cleared,AO18162
G12759,Gamma,2025,58.1,Not Cleared,True,65.3,Not Cleared,AO18162
G12759,Gamma,2026,88.3,Cleared,False,,Cleared,AO18162
G13338,Gamma,2023,55.8,Not Cleared,True,68.9,Not Cleared,AO18162
G13338,Gamma,2024,68.4,Not Cleared,True,87.2,Cleared,AO18162
G13338,Gamma,2025,81.8,Cleared,False,,Cleared,AO18162
G13338,Gamma,2026,67.3,Not Cleared,True,81.6,Cleared,AO18162
G13345,Sigma,2024,87.7,Cleared,False,,Cleared,AO12830
G13345,Sigma,2025,83.0,Cleared,False,,Cleared,AO12830
G13345,Sigma,2026,67.8,Not Cleared,True,76.5,Cleared,AO12830
G13596,Sigma,2024,76.1,Cleared,False,,Cleared,AO12830
G13596,Sigma,2025,86.3,Cleared,False,,Cleared,AO12830
G13596,Sigma,2026,82.3,Cleared,False,,Cleared,AO12830
G13723,Beta,2021,77.2,Cleared,False,,Cleared,AO13826
G13723,Beta,2022,69.8,Not Cleared,True,74.4,Cleared,AO13826
G13723,Beta,2023,90.5,Cleared,False,,Cleared,AO13826
G13723,Beta,2024,72.3,Cleared,False,,Cleared,AO13826
G13723,Beta,2025,70.2,Cleared,False,,Cleared,AO13826
G13723,Beta,2026,74.9,Cleared,False,,Cleared,AO13826
G15161,Beta,2021,70.9,Cleared,False,,Cleared,AO13826
G15161,Beta,2022,87.4,Cleared,False,,Cleared,AO13826
G15161,Beta,2023,82.5,Cleared,False,,Cleared,AO13826
G15161,Beta,2024,79.5,Cleared,False,,Cleared,AO13826
G15161,Beta,2025,100.0,Cleared,False,,Cleared,AO13826
G15161,Beta,2026,83.4,Cleared,False,,Cleared,AO13826
G15417,Beta,2025,64.1,Not Cleared,True,70.7,Cleared,AO13826
G15417,Beta,2026,63.6,Not Cleared,True,65.0,Not Cleared,AO13826
G16237,Gamma,2021,77.2,Cleared,False,,Cleared,AO18162
G16237,Gamma,2022,77.1,Cleared,False,,Cleared,AO18162
G16237,Gamma,2023,85.0,Cleared,False,,Cleared,AO18162
G16237,Gamma,2024,68.0,Not Cleared,True,86.7,Cleared,AO18162
G16237,Gamma,2025,63.3,Not Cleared,True,76.0,Cleared,AO18162
G16237,Gamma,2026,93.5,Cleared,False,,Cleared,AO18162
G16308,Delta,2023,87.6,Cleared,False,,Cleared,AO13387
G16308,Delta,2024,56.8,Not Cleared,True,68.4,Not Cleared,AO13387
G16308,Delta,2025,71.9,Cleared,False,,Cleared,AO13387
G16308,Delta,2026,70.4,Cleared,False,,Cleared,AO13387
G17117,Beta,2021,77.7,Cleared,False,,Cleared,AO13826
G17117,Beta,2022,71.8,Cleared,False,,Cleared,AO13826
G17117,Beta,2023,85.4,Cleared,False,,Cleared,AO13826
G17117,Beta,2024,58.3,Not Cleared,True,62.4,Not Cleared,AO13826
G17117,Beta,2025,78.7,Cleared,False,,Cleared,AO13826
G17117,Beta,2026,96.0,Cleared,False,,Cleared,AO13826
G17139,Alpha,2024,59.3,Not Cleared,True,68.6,Not Cleared,AO16543
G17139,Alpha,2025,60.6,Not Cleared,True,74.4,Cleared,AO16543
G17139,Alpha,2026,67.3,Not Cleared,True,81.0,Cleared,AO16543
G17341,Sigma,2021,75.9,Cleared,False,,Cleared,AO12830
G17341,Sigma,2022,69.8,Not Cleared,True,78.6,Cleared,AO12830
G17341,Sigma,2023,77.0,Cleared,False,,Cleared,AO12830
G17341,Sigma,2024,73.4,Cleared,False,,Cleared,AO12830
G17341,Sigma,2025,84.1,Cleared,False,,Cleared,AO12830
G17341,Sigma,2026,85.6,Cleared,False,,Cleared,AO12830
G17472,Sigma,2021,68.9,Not Cleared,True,73.2,Cleared,AO12830
G17472,Sigma,2022,92.0,Cleared,False,,Cleared,AO12830
G17472,Sigma,2023,75.5,Cleared,False,,Cleared,AO12830
G17472,Sigma,2024,63.5,Not Cleared,True,79.9,Cleared,AO12830
G17472,Sigma,2025,64.7,Not Cleared,True,77.6,Cleared,AO12830
G17472,Sigma,2026,56.7,Not Cleared,True,68.5,Not Cleared,AO12830
G17751,Gamma,2021,76.3,Cleared,False,,Cleared,AO18162
G17751,Gamma,2022,91.0,Cleared,False,,Cleared,AO18162
G17751,Gamma,2023,84.7,Cleared,False,,Cleared,AO18162
G17751,Gamma,2024,79.0,Cleared,False,,Cleared,AO18162
G17751,Gamma,2025,86.3,Cleared,False,,Cleared,AO18162
G17751,Gamma,2026,72.4,Cleared,False,,Cleared,AO18162
G18149,Delta,2025,76.7,Cleared,False,,Cleared,AO13387
G18149,Delta,2026,79.5,Cleared,False,,Cleared,AO13387
G18229,Gamma,2021,67.2,Not Cleared,True,86.7,Cleared,AO18162
G18229,Gamma,2022,68.3,Not Cleared,True,83.1,Cleared,AO18162
G18229,Gamma,2023,62.2,Not Cleared,True,77.0,Cleared,AO18162
G18229,Gamma,2024,75.7,Cleared,False,,Cleared,AO18162
G18229,Gamma,2025,69.3,Not Cleared,True,72.4,Cleared,AO18162
G18229,Gamma,2026,69.4,Not Cleared,True,78.2,Cleared,AO18162
G18673,Alpha,2023,81.3,Cleared,False,,Cleared,AO16543
G18673,Alpha,2024,94.9,Cleared,False,,Cleared,AO16543
G18673,Alpha,2025,82.1,Cleared,False,,Cleared,AO16543
G18673,Alpha,2026,80.8,Cleared,False,,Cleared,AO16543
G18716,Alpha,2022,72.6,Cleared,False,,Cleared,AO16543
G18716,Alpha,2023,66.4,Not Cleared,True,69.5,Not Cleared,AO16543
G18716,Alpha,2024,63.9,Not Cleared,True,78.4,Cleared,AO16543
G18716,Alpha,2025,72.6,Cleared,False,,Cleared,AO16543
G18716,Alpha,2026,66.6,Not Cleared,True,77.0,Cleared,AO16543
G19017,Alpha,2021,71.5,Cleared,False,,Cleared,AO16543
G19017,Alpha,2022,98.5,Cleared,False,,Cleared,AO16543
G19017,Alpha,2023,61.0,Not Cleared,True,66.7,Not Cleared,AO16543
G19017,Alpha,2024,84.9,Cleared,False,,Cleared,AO16543
G19017,Alpha,2025,75.6,Cleared,False,,Cleared,AO16543
G19017,Alpha,2026,82.9,Cleared,False,,Cleared,AO16543
G19777,Delta,2023,72.9,Cleared,False,,Cleared,AO13387
G19777,Delta,2024,82.0,Cleared,False,,Cleared,AO13387
G19777,Delta,2025,92.1,Cleared,False,,Cleared,AO13387
G19777,Delta,2026,88.1,Cleared,False,,Cleared,AO13387
G20303,Delta,2023,84.2,Cleared,False,,Cleared,AO13387
G20303,Delta,2024,73.6,Cleared,False,,Cleared,AO13387
G20303,Delta,2025,79.6,Cleared,False,,Cleared,AO13387
G20303,Delta,2026,87.0,Cleared,False,,Cleared,AO13387
G20911,Delta,2024,83.5,Cleared,False,,Cleared,AO13387
G20911,Delta,2025,75.5,Cleared,False,,Cleared,AO13387
G20911,Delta,2026,67.1,Not Cleared,True,82.6,Cleared,AO13387
G21193,Gamma,2022,78.6,Cleared,False,,Cleared,AO18162
G21193,Gamma,2023,77.2,Cleared,False,,Cleared,AO18162
G21193,Gamma,2024,68.8,Not Cleared,True,79.9,Cleared,AO18162
G21193,Gamma,2025,76.5,Cleared,False,,Cleared,AO18162
G21193,Gamma,2026,74.5,Cleared,False,,Cleared,AO18162
G21223,Beta,2024,76.4,Cleared,False,,Cleared,AO13826
G21223,Beta,2025,74.1,Cleared,False,,Cleared,AO13826
G21223,Beta,2026,72.7,Cleared,False,,Cleared,AO13826
G21228,Sigma,2022,75.0,Cleared,False,,Cleared,AO12830
G21228,Sigma,2023,81.5,Cleared,False,,Cleared,AO12830
G21228,Sigma,2024,79.7,Cleared,False,,Cleared,AO12830
G21228,Sigma,2025,72.9,Cleared,False,,Cleared,AO12830
G21228,Sigma,2026,75.2,Cleared,False,,Cleared,AO12830
G21265,Gamma,2022,58.2,Not Cleared,True,74.5,Cleared,AO18162
G21265,Gamma,2023,61.9,Not Cleared,True,69.4,Not Cleared,AO18162
G21265,Gamma,2024,60.7,Not Cleared,True,72.3,Cleared,AO18162
G21265,Gamma,2025,83.3,Cleared,False,,Cleared,AO18162
G21265,Gamma,2026,79.0,Cleared,False,,Cleared,AO18162
G21369,Delta,2024,75.7,Cleared,False,,Cleared,AO13387
G21369,Delta,2025,82.3,Cleared,False,,Cleared,AO13387
G21369,Delta,2026,73.3,Cleared,False,,Cleared,AO13387
G21379,Sigma,2021,76.6,Cleared,False,,Cleared,AO12830
G21379,Sigma,2022,89.0,Cleared,False,,Cleared,AO12830
G21379,Sigma,2023,63.7,Not Cleared,True,78.5,Cleared,AO12830
G21379,Sigma,2024,75.1,Cleared,False,,Cleared,AO12830
G21379,Sigma,2025,69.8,Not Cleared,True,77.9,Cleared,AO12830
G21379,Sigma,2026,90.9,Cleared,False,,Cleared,AO12830
G21555,Sigma,2024,88.4,Cleared,False,,Cleared,AO12830
G21555,Sigma,2025,70.5,Cleared,False,,Cleared,AO12830
G21555,Sigma,2026,95.1,Cleared,False,,Cleared,AO12830
G21563,Sigma,2021,72.4,Cleared,False,,Cleared,AO12830
G21563,Sigma,2022,68.9,Not Cleared,True,73.9,Cleared,AO12830
G21563,Sigma,2023,68.9,Not Cleared,True,75.6,Cleared,AO12830
G21563,Sigma,2024,67.3,Not Cleared,True,80.5,Cleared,AO12830
G21563,Sigma,2025,78.9,Cleared,False,,Cleared,AO12830
G21563,Sigma,2026,68.6,Not Cleared,True,83.6,Cleared,AO12830
G21624,Beta,2022,80.8,Cleared,False,,Cleared,AO13826
G21624,Beta,2023,60.7,Not Cleared,True,78.9,Cleared,AO13826
G21624,Beta,2024,68.1,Not Cleared,True,70.2,Cleared,AO13826
G21624,Beta,2025,74.6,Cleared,False,,Cleared,AO13826
G21624,Beta,2026,79.9,Cleared,False,,Cleared,AO13826
G21712,Gamma,2023,58.4,Not Cleared,True,73.4,Cleared,AO18162
G21712,Gamma,2024,78.9,Cleared,False,,Cleared,AO18162
G21712,Gamma,2025,76.1,Cleared,False,,Cleared,AO18162
G21712,Gamma,2026,100.0,Cleared,False,,Cleared,AO18162
G21722,Delta,2024,61.2,Not Cleared,True,84.0,Cleared,AO13387
G21722,Delta,2025,61.2,Not Cleared,True,68.2,Not Cleared,AO13387
G21722,Delta,2026,90.2,Cleared,False,,Cleared,AO13387
G21956,Sigma,2023,78.3,Cleared,False,,Cleared,AO12830
G21956,Sigma,2024,55.2,Not Cleared,True,69.2,Not Cleared,AO12830
G21956,Sigma,2025,64.0,Not Cleared,True,66.9,Not Cleared,AO12830
G21956,Sigma,2026,59.7,Not Cleared,True,65.6,Not Cleared,AO12830
G22091,Alpha,2025,73.2,Cleared,False,,Cleared,AO16543
G22091,Alpha,2026,85.9,Cleared,False,,Cleared,AO16543
G22153,Alpha,2022,72.7,Cleared,False,,Cleared,AO16543
G22153,Alpha,2023,70.6,Cleared,False,,Cleared,AO16543
G22153,Alpha,2024,85.1,Cleared,False,,Cleared,AO16543
G22153,Alpha,2025,84.3,Cleared,False,,Cleared,AO16543
G22153,Alpha,2026,86.0,Cleared,False,,Cleared,AO16543
G22314,Alpha,2022,68.9,Not Cleared,True,79.8,Cleared,AO16543
G22314,Alpha,2023,87.9,Cleared,False,,Cleared,AO16543
G22314,Alpha,2024,69.6,Not Cleared,True,78.7,Cleared,AO16543
G22314,Alpha,2025,78.0,Cleared,False,,Cleared,AO16543
G22314,Alpha,2026,82.7,Cleared,False,,Cleared,AO16543
G22398,Sigma,2022,78.1,Cleared,False,,Cleared,AO12830
G22398,Sigma,2023,64.8,Not Cleared,True,68.5,Not Cleared,AO12830
G22398,Sigma,2024,70.0,Cleared,False,,Cleared,AO12830
G22398,Sigma,2025,76.3,Cleared,False,,Cleared,AO12830
G22398,Sigma,2026,91.2,Cleared,False,,Cleared,AO12830
G22440,Beta,2022,71.4,Cleared,False,,Cleared,AO13826
G22440,Beta,2023,68.6,Not Cleared,True,76.5,Cleared,AO13826
G22440,Beta,2024,91.7,Cleared,False,,Cleared,AO13826
G22440,Beta,2025,80.4,Cleared,False,,Cleared,AO13826
G22440,Beta,2026,76.9,Cleared,False,,Cleared,AO13826
G22464,Delta,2024,81.9,Cleared,False,,Cleared,AO13387
G22464,Delta,2025,79.0,Cleared,False,,Cleared,AO13387
G22464,Delta,2026,80.2,Cleared,False,,Cleared,AO13387
G22580,Delta,2023,44.8,Not Cleared,True,59.4,Not Cleared,AO13387
G22580,Delta,2024,66.3,Not Cleared,True,84.1,Cleared,AO13387
G22580,Delta,2025,46.9,Not Cleared,True,56.2,Not Cleared,AO13387
G22580,Delta,2026,83.1,Cleared,False,,Cleared,AO13387
G22662,Delta,2023,66.4,Not Cleared,True,81.6,Cleared,AO13387
G22662,Delta,2024,80.3,Cleared,False,,Cleared,AO13387
G22662,Delta,2025,83.8,Cleared,False,,Cleared,AO13387
G22662,Delta,2026,65.9,Not Cleared,True,79.3,Cleared,AO13387
G22667,Sigma,2022,68.8,Not Cleared,True,82.1,Cleared,AO12830
G22667,Sigma,2023,96.7,Cleared,False,,Cleared,AO12830
G22667,Sigma,2024,72.0,Cleared,False,,Cleared,AO12830
G22667,Sigma,2025,76.0,Cleared,False,,Cleared,AO12830
G22667,Sigma,2026,63.5,Not Cleared,True,72.2,Cleared,AO12830
G22677,Alpha,2023,84.9,Cleared,False,,Cleared,AO16543
G22677,Alpha,2024,82.5,Cleared,False,,Cleared,AO16543
G22677,Alpha,2025,75.3,Cleared,False,,Cleared,AO16543
G22677,Alpha,2026,80.4,Cleared,False,,Cleared,AO16543
G22746,Alpha,2025,85.8,Cleared,False,,Cleared,AO16543
G22746,Alpha,2026,76.3,Cleared,False,,Cleared,AO16543
G22914,Gamma,2025,78.2,Cleared,False,,Cleared,AO18162
G22914,Gamma,2026,74.5,Cleared,False,,Cleared,AO18162
G22927,Beta,2022,83.5,Cleared,False,,Cleared,AO13826
G22927,Beta,2023,72.0,Cleared,False,,Cleared,AO13826
G22927,Beta,2024,81.5,Cleared,False,,Cleared,AO13826
G22927,Beta,2025,76.4,Cleared,False,,Cleared,AO13826
G22927,Beta,2026,82.5,Cleared,False,,Cleared,AO13826
G22969,Beta,2023,63.8,Not Cleared,True,79.3,Cleared,AO13826
G22969,Beta,2024,63.1,Not Cleared,True,78.1,Cleared,AO13826
G22969,Beta,2025,79.3,Cleared,False,,Cleared,AO13826
G22969,Beta,2026,64.3,Not Cleared,True,69.8,Not Cleared,AO13826
G23248,Sigma,2023,81.0,Cleared,False,,Cleared,AO12830
G23248,Sigma,2024,74.4,Cleared,False,,Cleared,AO12830
G23248,Sigma,2025,70.1,Cleared,False,,Cleared,AO12830
G23248,Sigma,2026,76.6,Cleared,False,,Cleared,AO12830
G23263,Delta,2024,84.5,Cleared,False,,Cleared,AO13387
G23263,Delta,2025,66.6,Not Cleared,True,82.4,Cleared,AO13387
G23263,Delta,2026,76.5,Cleared,False,,Cleared,AO13387
G23268,Beta,2024,91.9,Cleared,False,,Cleared,AO13826
G23268,Beta,2025,72.2,Cleared,False,,Cleared,AO13826
G23268,Beta,2026,70.9,Cleared,False,,Cleared,AO13826
G23288,Alpha,2023,90.3,Cleared,False,,Cleared,AO16543
G23288,Alpha,2024,53.8,Not Cleared,True,68.7,Not Cleared,AO16543
G23288,Alpha,2025,83.4,Cleared,False,,Cleared,AO16543
G23288,Alpha,2026,81.8,Cleared,False,,Cleared,AO16543
G23314,Delta,2023,92.5,Cleared,False,,Cleared,AO13387
G23314,Delta,2024,69.5,Not Cleared,True,80.8,Cleared,AO13387
G23314,Delta,2025,69.0,Not Cleared,True,86.5,Cleared,AO13387
G23314,Delta,2026,85.1,Cleared,False,,Cleared,AO13387
G23357,Alpha,2023,82.6,Cleared,False,,Cleared,AO16543
G23357,Alpha,2024,54.3,Not Cleared,True,66.5,Not Cleared,AO16543
G23357,Alpha,2025,76.3,Cleared,False,,Cleared,AO16543
G23357,Alpha,2026,85.4,Cleared,False,,Cleared,AO16543
G23402,Alpha,2024,100.0,Cleared,False,,Cleared,AO16543
G23402,Alpha,2025,73.7,Cleared,False,,Cleared,AO16543
G23402,Alpha,2026,86.7,Cleared,False,,Cleared,AO16543
G23405,Gamma,2023,92.5,Cleared,False,,Cleared,AO18162
G23405,Gamma,2024,91.9,Cleared,False,,Cleared,AO18162
G23405,Gamma,2025,66.8,Not Cleared,True,76.2,Cleared,AO18162
G23405,Gamma,2026,73.3,Cleared,False,,Cleared,AO18162
G23423,Alpha,2023,74.1,Cleared,False,,Cleared,AO16543
G23423,Alpha,2024,72.0,Cleared,False,,Cleared,AO16543
G23423,Alpha,2025,77.4,Cleared,False,,Cleared,AO16543
G23423,Alpha,2026,78.2,Cleared,False,,Cleared,AO16543
G23583,Gamma,2024,73.9,Cleared,False,,Cleared,AO18162
G23583,Gamma,2025,66.8,Not Cleared,True,76.6,Cleared,AO18162
G23583,Gamma,2026,78.8,Cleared,False,,Cleared,AO18162
G23722,Sigma,2023,88.8,Cleared,False,,Cleared,AO12830
G23722,Sigma,2024,73.7,Cleared,False,,Cleared,AO12830
G23722,Sigma,2025,80.1,Cleared,False,,Cleared,AO12830
G23722,Sigma,2026,81.7,Cleared,False,,Cleared,AO12830
G23726,Delta,2023,79.0,Cleared,False,,Cleared,AO13387
G23726,Delta,2024,65.9,Not Cleared,True,77.7,Cleared,AO13387
G23726,Delta,2025,87.3,Cleared,False,,Cleared,AO13387
G23726,Delta,2026,81.1,Cleared,False,,Cleared,AO13387
G23771,Beta,2023,58.9,Not Cleared,True,68.2,Not Cleared,AO13826
G23771,Beta,2024,60.7,Not Cleared,True,75.9,Cleared,AO13826
G23771,Beta,2025,79.0,Cleared,False,,Cleared,AO13826
G23771,Beta,2026,63.0,Not Cleared,True,79.3,Cleared,AO13826
G23853,Sigma,2023,64.8,Not Cleared,True,76.1,Cleared,AO12830
G23853,Sigma,2024,89.0,Cleared,False,,Cleared,AO12830
G23853,Sigma,2025,73.6,Cleared,False,,Cleared,AO12830
G23853,Sigma,2026,90.2,Cleared,False,,Cleared,AO12830
G23944,Alpha,2023,98.2,Cleared,False,,Cleared,AO16543
G23944,Alpha,2024,79.1,Cleared,False,,Cleared,AO16543
G23944,Alpha,2025,79.2,Cleared,False,,Cleared,AO16543
G23944,Alpha,2026,76.1,Cleared,False,,Cleared,AO16543
G23950,Gamma,2023,67.1,Not Cleared,True,82.3,Cleared,AO18162
G23950,Gamma,2024,86.0,Cleared,False,,Cleared,AO18162
G23950,Gamma,2025,75.4,Cleared,False,,Cleared,AO18162
G23950,Gamma,2026,90.1,Cleared,False,,Cleared,AO18162
G23967,Sigma,2024,61.4,Not Cleared,True,82.8,Cleared,AO12830
G23967,Sigma,2025,59.8,Not Cleared,True,72.7,Cleared,AO12830
G23967,Sigma,2026,57.2,Not Cleared,True,69.1,Not Cleared,AO12830
G24055,Gamma,2024,83.3,Cleared,False,,Cleared,AO18162
G24055,Gamma,2025,62.0,Not Cleared,True,77.4,Cleared,AO18162
G24055,Gamma,2026,95.0,Cleared,False,,Cleared,AO18162
G24135,Beta,2024,77.8,Cleared,False,,Cleared,AO13826
G24135,Beta,2025,54.0,Not Cleared,True,71.9,Cleared,AO13826
G24135,Beta,2026,99.2,Cleared,False,,Cleared,AO13826
G24197,Alpha,2024,76.2,Cleared,False,,Cleared,AO16543
G24197,Alpha,2025,78.7,Cleared,False,,Cleared,AO16543
G24197,Alpha,2026,87.7,Cleared,False,,Cleared,AO16543
G24228,Gamma,2024,88.1,Cleared,False,,Cleared,AO18162
G24228,Gamma,2025,80.1,Cleared,False,,Cleared,AO18162
G24228,Gamma,2026,59.6,Not Cleared,True,72.2,Cleared,AO18162
G24443,Delta,2024,61.2,Not Cleared,True,75.9,Cleared,AO13387
G24443,Delta,2025,87.3,Cleared,False,,Cleared,AO13387
G24443,Delta,2026,86.9,Cleared,False,,Cleared,AO13387
G24483,Beta,2024,71.5,Cleared,False,,Cleared,AO13826
G24483,Beta,2025,82.6,Cleared,False,,Cleared,AO13826
G24483,Beta,2026,54.9,Not Cleared,True,67.8,Not Cleared,AO13826
G24599,Beta,2024,66.9,Not Cleared,True,73.4,Cleared,AO13826
G24599,Beta,2025,83.9,Cleared,False,,Cleared,AO13826
G24599,Beta,2026,82.9,Cleared,False,,Cleared,AO13826
G24625,Gamma,2024,79.7,Cleared,False,,Cleared,AO18162
G24625,Gamma,2025,87.6,Cleared,False,,Cleared,AO18162
G24625,Gamma,2026,86.1,Cleared,False,,Cleared,AO18162
G24740,Gamma,2024,65.4,Not Cleared,True,76.2,Cleared,AO18162
G24740,Gamma,2025,86.0,Cleared,False,,Cleared,AO18162
G24740,Gamma,2026,79.7,Cleared,False,,Cleared,AO18162
G24754,Sigma,2024,91.5,Cleared,False,,Cleared,AO12830
G24754,Sigma,2025,100.0,Cleared,False,,Cleared,AO12830
G24754,Sigma,2026,66.6,Not Cleared,True,76.2,Cleared,AO12830
G24819,Beta,2024,84.6,Cleared,False,,Cleared,AO13826
G24819,Beta,2025,80.8,Cleared,False,,Cleared,AO13826
G24819,Beta,2026,71.0,Cleared,False,,Cleared,AO13826
G24868,Delta,2024,75.6,Cleared,False,,Cleared,AO13387
G24868,Delta,2025,89.7,Cleared,False,,Cleared,AO13387
G24868,Delta,2026,58.3,Not Cleared,True,76.8,Cleared,AO13387
G24895,Sigma,2025,72.5,Cleared,False,,Cleared,AO12830
G24895,Sigma,2026,83.9,Cleared,False,,Cleared,AO12830
G24918,Sigma,2024,69.5,Not Cleared,True,75.4,Cleared,AO12830
G24918,Sigma,2025,100.0,Cleared,False,,Cleared,AO12830
G24918,Sigma,2026,68.9,Not Cleared,True,76.5,Cleared,AO12830
G25106,Beta,2025,78.6,Cleared,False,,Cleared,AO13826
G25106,Beta,2026,95.8,Cleared,False,,Cleared,AO13826
G25161,Beta,2025,69.5,Not Cleared,True,81.3,Cleared,AO13826
G25161,Beta,2026,85.7,Cleared,False,,Cleared,AO13826
G25334,Sigma,2025,97.3,Cleared,False,,Cleared,AO12830
G25334,Sigma,2026,90.8,Cleared,False,,Cleared,AO12830
G25596,Alpha,2025,66.2,Not Cleared,True,69.7,Not Cleared,AO16543
G25596,Alpha,2026,64.8,Not Cleared,True,69.8,Not Cleared,AO16543
G25878,Alpha,2025,75.1,Cleared,False,,Cleared,AO16543
G25878,Alpha,2026,63.3,Not Cleared,True,79.1,Cleared,AO16543
G25956,Alpha,2025,81.9,Cleared,False,,Cleared,AO16543
G25956,Alpha,2026,78.1,Cleared,False,,Cleared,AO16543
G25990,Beta,2025,86.8,Cleared,False,,Cleared,AO13826
G25990,Beta,2026,61.5,Not Cleared,True,76.4,Cleared,AO13826
