mission_id,aircraft_id,department,year,month,mission_date,aircraft_age_years,planned_duration_hours,actual_duration_hours,hours_returned_early,pre_flight_check_minutes,pre_flight_issue_found,post_flight_check_minutes,had_inflight_technical_problem,problem_type,problem_duration_minutes,effective_condition_score
MSN02843,TB2-D02,Delta,2024,7,2024-07-09,2,14.12,14.12,0.0,92.7,False,95.7,False,,0.0,86.1
MSN02844,TB2-D04,Delta,2024,7,2024-07-12,4,20.0,20.0,0.0,108.6,False,88.5,False,,0.0,83.1
MSN02845,TB2-D04,Delta,2024,7,2024-07-03,4,19.5,19.5,0.0,139.2,True,88.6,False,,0.0,83.1
MSN02846,TB2-D04,Delta,2024,7,2024-07-25,4,15.92,15.92,0.0,92.3,False,94.3,False,,0.0,83.1
MSN02847,TB2-D02,Delta,2024,7,2024-07-26,2,17.6,17.6,0.0,109.4,False,76.3,False,,0.0,86.1
MSN02848,TB2-D04,Delta,2024,7,2024-07-01,4,13.6,13.6,0.0,138.8,True,85.9,False,,0.0,83.1
MSN02849,TB2-D02,Delta,2024,7,2024-07-26,2,16.33,16.33,0.0,69.2,False,71.3,False,,0.0,86.1
MSN02850,TB2-D03,Delta,2024,7,2024-07-16,1,19.29,19.29,0.0,79.4,False,72.7,False,,0.0,83.6
MSN02851,TB2-D03,Delta,2024,7,2024-07-28,1,16.6,16.6,0.0,74.3,False,78.3,False,,0.0,83.6
MSN02852,TB2-D01,Delta,2024,7,2024-07-01,1,17.82,17.82,0.0,107.7,True,82.0,False,,0.0,81.3
MSN02853,TB2-D03,Delta,2024,7,2024-07-14,1,16.61,16.61,0.0,72.4,False,68.7,False,,0.0,83.6
MSN02854,TB2-D04,Delta,2024,7,2024-07-07,4,16.78,16.78,0.0,104.2,False,106.0,False,,0.0,83.1
MSN02855,TB2-D02,Delta,2024,7,2024-07-16,2,14.21,14.21,0.0,149.1,True,87.7,False,,0.0,86.1
MSN02856,TB2-D03,Delta,2024,7,2024-07-07,1,16.39,16.39,0.0,57.4,False,72.2,False,,0.0,83.6
MSN02857,TB2-D01,Delta,2024,7,2024-07-10,1,16.05,16.05,0.0,63.8,False,84.2,True,Control Surface,7.0,81.3
MSN02858,TB2-D03,Delta,2024,7,2024-07-02,1,13.87,13.87,0.0,98.3,True,68.0,False,,0.0,83.6
MSN02859,TB2-D03,Delta,2024,7,2024-07-20,1,13.11,13.11,0.0,66.1,False,70.5,False,,0.0,83.6
MSN02860,TB2-D04,Delta,2024,7,2024-07-20,4,17.47,17.47,0.0,111.4,False,108.0,False,,0.0,83.1
MSN02861,TB2-D02,Delta,2024,7,2024-07-02,2,18.72,18.72,0.0,72.0,False,100.4,False,,0.0,86.1
MSN02862,TB2-D01,Delta,2024,7,2024-07-27,1,18.98,6.46,12.52,47.3,False,67.8,True,Engine,751.2,81.3
MSN02863,TB2-D03,Delta,2024,7,2024-07-11,1,15.62,15.62,0.0,132.9,True,57.4,False,,0.0,83.6
MSN02864,TB2-D04,Delta,2024,7,2024-07-25,4,20.0,20.0,0.0,99.5,False,116.6,False,,0.0,83.1
MSN02865,TB2-D04,Delta,2024,7,2024-07-09,4,16.22,16.22,0.0,101.7,False,105.7,False,,0.0,83.1
MSN02866,TB2-D03,Delta,2024,7,2024-07-19,1,15.69,15.16,0.53,63.2,False,51.8,True,Control Surface,31.8,83.6
MSN02867,TB2-D04,Delta,2024,7,2024-07-11,4,18.53,17.73,0.8,110.8,False,82.2,True,Electrical System,48.0,83.1
MSN02868,TB2-D01,Delta,2024,7,2024-07-16,1,13.58,13.58,0.0,75.8,False,72.5,False,,0.0,81.3
MSN02869,TB2-D02,Delta,2024,8,2024-08-04,2,11.99,11.99,0.0,75.9,False,99.4,False,,0.0,94.3
MSN02870,TB2-D02,Delta,2024,8,2024-08-25,2,18.27,18.27,0.0,92.3,False,80.6,False,,0.0,94.3
MSN02871,TB2-D02,Delta,2024,8,2024-08-13,2,16.25,16.25,0.0,76.5,False,51.5,False,,0.0,94.3
MSN02872,TB2-D02,Delta,2024,8,2024-08-09,2,16.19,16.19,0.0,54.4,False,94.9,False,,0.0,94.3
MSN02873,TB2-D04,Delta,2024,8,2024-08-23,4,18.44,18.44,0.0,145.2,True,111.1,False,,0.0,85.3
MSN02874,TB2-D03,Delta,2024,8,2024-08-21,1,13.39,6.32,7.07,63.5,False,72.9,True,Sensor/Payload,424.2,82.3
MSN02875,TB2-D01,Delta,2024,8,2024-08-21,1,16.26,16.26,0.0,74.8,False,65.5,False,,0.0,79.3
MSN02876,TB2-D01,Delta,2024,8,2024-08-14,1,20.0,20.0,0.0,76.3,False,64.5,False,,0.0,79.3
MSN02877,TB2-D03,Delta,2024,8,2024-08-17,1,12.19,12.19,0.0,92.8,False,62.8,False,,0.0,82.3
MSN02878,TB2-D03,Delta,2024,8,2024-08-08,1,16.71,16.71,0.0,77.6,False,52.4,False,,0.0,82.3
MSN02879,TB2-D03,Delta,2024,8,2024-08-26,1,14.87,14.87,0.0,75.8,False,46.2,False,,0.0,82.3
MSN02880,TB2-D02,Delta,2024,8,2024-08-16,2,17.56,17.56,0.0,104.9,False,83.3,False,,0.0,94.3
MSN02881,TB2-D01,Delta,2024,8,2024-08-23,1,15.76,15.76,0.0,129.3,True,61.9,False,,0.0,79.3
MSN02882,TB2-D03,Delta,2024,8,2024-08-07,1,16.27,16.27,0.0,60.1,False,100.2,False,,0.0,82.3
MSN02883,TB2-D01,Delta,2024,8,2024-08-21,1,17.46,17.46,0.0,74.4,False,66.6,False,,0.0,79.3
MSN02884,TB2-D01,Delta,2024,8,2024-08-08,1,17.03,17.03,0.0,77.2,False,65.9,False,,0.0,79.3
MSN02885,TB2-D02,Delta,2024,8,2024-08-03,2,15.9,15.9,0.0,82.4,False,101.2,False,,0.0,94.3
MSN02886,TB2-D02,Delta,2024,8,2024-08-13,2,14.69,14.69,0.0,98.3,False,72.7,False,,0.0,94.3
MSN02887,TB2-D01,Delta,2024,8,2024-08-26,1,15.35,15.35,0.0,53.5,False,69.7,True,Control Surface,40.2,79.3
MSN02888,TB2-D01,Delta,2024,8,2024-08-26,1,16.49,16.49,0.0,122.4,True,66.4,False,,0.0,79.3
MSN02889,TB2-D04,Delta,2024,9,2024-09-09,4,15.78,15.78,0.0,105.6,False,82.0,False,,0.0,86.8
MSN02891,TB2-D02,Delta,2024,9,2024-09-03,2,17.2,17.2,0.0,152.4,True,74.2,False,,0.0,95.1
MSN02892,TB2-D04,Delta,2024,9,2024-09-28,4,18.04,18.04,0.0,106.3,False,89.8,False,,0.0,86.8
MSN02894,TB2-D04,Delta,2024,9,2024-09-18,4,15.88,15.88,0.0,137.7,True,103.7,False,,0.0,86.8
MSN02895,TB2-D04,Delta,2024,9,2024-09-28,4,19.18,19.18,0.0,87.6,False,100.7,False,,0.0,86.8
MSN02896,TB2-D03,Delta,2024,9,2024-09-17,1,16.83,16.83,0.0,57.0,False,58.3,False,,0.0,79.9
MSN02897,TB2-D02,Delta,2024,9,2024-09-13,2,15.65,15.65,0.0,66.2,False,79.2,False,,0.0,95.1
MSN02898,TB2-D02,Delta,2024,9,2024-09-08,2,19.95,19.95,0.0,78.6,False,51.9,False,,0.0,95.1
MSN02899,TB2-D01,Delta,2024,9,2024-09-14,1,18.19,18.19,0.0,59.4,False,61.4,False,,0.0,84.5
MSN02900,TB2-D04,Delta,2024,9,2024-09-28,4,18.69,18.69,0.0,127.9,False,78.7,False,,0.0,86.8
MSN02901,TB2-D04,Delta,2024,9,2024-09-07,4,15.72,15.72,0.0,102.4,False,102.2,False,,0.0,86.8
MSN02902,TB2-D02,Delta,2024,9,2024-09-28,2,15.16,15.16,0.0,64.9,False,123.5,False,,0.0,95.1
MSN02903,TB2-D04,Delta,2024,9,2024-09-08,4,15.7,15.7,0.0,106.4,False,82.0,False,,0.0,86.8
MSN02906,TB2-D02,Delta,2024,10,2024-10-04,2,16.47,16.47,0.0,80.0,False,84.2,False,,0.0,96.6
MSN02907,TB2-D04,Delta,2024,10,2024-10-25,4,13.86,13.86,0.0,155.7,True,93.3,False,,0.0,90.1
MSN02908,TB2-D04,Delta,2024,10,2024-10-26,4,20.0,20.0,0.0,112.6,False,107.0,False,,0.0,90.1
MSN02909,TB2-D03,Delta,2024,10,2024-10-16,1,17.03,17.03,0.0,83.4,False,59.8,False,,0.0,88.8
MSN02910,TB2-D01,Delta,2024,10,2024-10-27,1,15.54,13.26,2.28,47.1,False,81.2,True,Engine,136.8,85.1
MSN02911,TB2-D01,Delta,2024,10,2024-10-10,1,17.38,17.38,0.0,66.6,False,55.4,False,,0.0,85.1
MSN02912,TB2-D02,Delta,2024,10,2024-10-22,2,18.01,18.01,0.0,105.0,False,86.7,False,,0.0,96.6
MSN02913,TB2-D02,Delta,2024,10,2024-10-07,2,19.39,19.39,0.0,71.0,False,92.9,False,,0.0,96.6
MSN02914,TB2-D02,Delta,2024,10,2024-10-04,2,16.78,16.78,0.0,99.7,False,73.0,False,,0.0,96.6
MSN02915,TB2-D02,Delta,2024,10,2024-10-23,2,14.37,14.37,0.0,68.1,False,73.1,False,,0.0,96.6
MSN02916,TB2-D04,Delta,2024,10,2024-10-03,4,19.04,19.04,0.0,116.1,False,89.3,False,,0.0,90.1
MSN02919,TB2-D02,Delta,2024,10,2024-10-17,2,18.62,18.62,0.0,68.5,False,79.0,False,,0.0,96.6
MSN02920,TB2-D02,Delta,2024,10,2024-10-11,2,14.33,14.33,0.0,97.5,False,90.7,False,,0.0,96.6
MSN02921,TB2-D02,Delta,2024,10,2024-10-28,2,19.33,19.33,0.0,131.5,True,94.2,False,,0.0,96.6
MSN02922,TB2-D01,Delta,2024,10,2024-10-09,1,19.9,19.9,0.0,81.7,False,76.9,False,,0.0,85.1
MSN02923,TB2-D02,Delta,2024,11,2024-11-03,2,16.85,16.85,0.0,72.4,False,101.8,False,,0.0,92.0
MSN02924,TB2-D03,Delta,2024,11,2024-11-08,1,18.58,18.58,0.0,50.8,False,65.1,False,,0.0,81.9
MSN02925,TB2-D02,Delta,2024,11,2024-11-06,2,15.42,15.42,0.0,71.6,False,82.9,False,,0.0,92.0
MSN02926,TB2-D03,Delta,2024,11,2024-11-19,1,16.4,16.4,0.0,63.3,False,52.1,False,,0.0,81.9
MSN02927,TB2-D02,Delta,2024,11,2024-11-26,2,15.48,15.48,0.0,64.1,False,78.3,False,,0.0,92.0
MSN02928,TB2-D02,Delta,2024,11,2024-11-24,2,15.15,15.15,0.0,73.7,False,85.9,False,,0.0,92.0
MSN02929,TB2-D04,Delta,2024,11,2024-11-18,4,17.63,17.63,0.0,77.9,False,90.2,False,,0.0,95.9
MSN02930,TB2-D03,Delta,2024,11,2024-11-24,1,16.96,14.07,2.89,54.8,False,59.5,True,Electrical System,173.4,81.9
MSN02931,TB2-D02,Delta,2024,11,2024-11-15,2,20.0,20.0,0.0,90.6,False,85.7,False,,0.0,92.0
MSN02932,TB2-D01,Delta,2024,11,2024-11-16,1,15.65,15.65,0.0,73.4,False,74.5,False,,0.0,79.8
MSN02933,TB2-D03,Delta,2024,11,2024-11-12,1,15.41,15.41,0.0,82.6,False,68.5,False,,0.0,81.9
MSN02934,TB2-D02,Delta,2024,11,2024-11-16,2,19.29,19.29,0.0,68.2,False,66.8,False,,0.0,92.0
MSN02937,TB2-D01,Delta,2024,11,2024-11-16,1,18.52,18.52,0.0,65.0,False,57.9,False,,0.0,79.8
MSN02938,TB2-D03,Delta,2024,11,2024-11-25,1,17.01,17.01,0.0,77.1,False,77.2,False,,0.0,81.9
MSN02939,TB2-D01,Delta,2024,12,2024-12-27,1,18.7,18.7,0.0,122.9,True,71.0,False,,0.0,83.4
MSN02940,TB2-D02,Delta,2024,12,2024-12-08,2,14.89,14.89,0.0,81.3,False,86.2,False,,0.0,92.9
MSN02941,TB2-D02,Delta,2024,12,2024-12-19,2,15.57,15.57,0.0,70.0,False,82.8,False,,0.0,92.9
MSN02942,TB2-D01,Delta,2024,12,2024-12-15,1,15.26,15.26,0.0,79.7,False,80.2,False,,0.0,83.4
MSN02945,TB2-D02,Delta,2024,12,2024-12-17,2,16.41,16.41,0.0,83.6,False,94.9,False,,0.0,92.9
MSN02947,TB2-D01,Delta,2025,1,2025-01-06,2,17.74,17.74,0.0,89.2,False,89.9,False,,0.0,77.6
MSN02948,TB2-D02,Delta,2025,1,2025-01-11,3,18.04,18.04,0.0,152.6,True,74.0,False,,0.0,88.8
MSN02949,TB2-D03,Delta,2025,1,2025-01-01,2,20.0,20.0,0.0,97.5,False,74.0,False,,0.0,79.0
MSN02950,TB2-D02,Delta,2025,1,2025-01-23,3,17.02,17.02,0.0,94.9,False,97.8,False,,0.0,88.8
MSN02951,TB2-D01,Delta,2025,1,2025-01-25,2,17.98,17.98,0.0,91.0,False,98.5,False,,0.0,77.6
MSN02952,TB2-D01,Delta,2025,1,2025-01-11,2,12.25,12.25,0.0,82.4,False,99.2,False,,0.0,77.6
MSN02953,TB2-D03,Delta,2025,1,2025-01-19,2,15.31,13.64,1.67,70.1,False,83.9,True,Engine,100.2,79.0
MSN02954,TB2-D01,Delta,2025,1,2025-01-25,2,16.63,16.63,0.0,91.6,False,84.6,False,,0.0,77.6
MSN02955,TB2-D03,Delta,2025,2,2025-02-28,2,17.03,17.03,0.0,128.2,True,60.9,True,Engine,20.3,84.0
MSN02956,TB2-D02,Delta,2025,2,2025-02-23,3,20.0,20.0,0.0,93.8,False,87.6,True,Engine,24.4,83.2
MSN02957,TB2-D04,Delta,2025,2,2025-02-07,5,19.3,19.3,0.0,122.0,False,103.6,False,,0.0,87.5
MSN02958,TB2-D03,Delta,2025,2,2025-02-11,2,17.0,17.0,0.0,97.8,False,66.3,False,,0.0,84.0
MSN02959,TB2-D01,Delta,2025,2,2025-02-09,2,17.83,17.83,0.0,66.5,False,83.1,False,,0.0,78.2
MSN02961,TB2-D02,Delta,2025,2,2025-02-22,3,17.84,17.84,0.0,85.4,False,111.3,False,,0.0,83.2
MSN02962,TB2-D04,Delta,2025,2,2025-02-07,5,14.87,14.87,0.0,113.5,False,88.4,True,Control Surface,26.8,87.5
MSN02963,TB2-D01,Delta,2025,2,2025-02-16,2,17.73,17.73,0.0,144.1,True,92.9,False,,0.0,78.2
MSN02964,TB2-D01,Delta,2025,2,2025-02-28,2,17.31,17.31,0.0,140.6,True,87.5,False,,0.0,78.2
MSN02965,TB2-D01,Delta,2025,2,2025-02-18,2,17.64,17.64,0.0,71.8,False,74.9,False,,0.0,78.2
MSN02966,TB2-D03,Delta,2025,2,2025-02-07,2,16.2,16.2,0.0,75.9,False,70.4,True,Engine,31.5,84.0
MSN02967,TB2-D01,Delta,2025,3,2025-03-25,2,17.05,17.05,0.0,67.8,False,93.6,False,,0.0,85.4
MSN02968,TB2-D02,Delta,2025,3,2025-03-16,3,16.34,16.34,0.0,80.2,False,80.3,False,,0.0,94.8
MSN02969,TB2-D02,Delta,2025,3,2025-03-04,3,19.02,19.02,0.0,83.2,False,95.9,False,,0.0,94.8
MSN02970,TB2-D03,Delta,2025,3,2025-03-19,2,15.14,15.14,0.0,139.8,True,75.6,False,,0.0,84.5
MSN02971,TB2-D02,Delta,2025,3,2025-03-19,3,19.35,19.35,0.0,81.1,False,87.9,False,,0.0,94.8
MSN02972,TB2-D04,Delta,2025,3,2025-03-06,5,17.78,17.78,0.0,109.5,False,138.1,False,,0.0,92.9
MSN02973,TB2-D04,Delta,2025,3,2025-03-21,5,19.87,19.87,0.0,132.0,False,81.3,False,,0.0,92.9
MSN02974,TB2-D03,Delta,2025,3,2025-03-23,2,15.99,15.99,0.0,89.4,False,53.4,False,,0.0,84.5
MSN02975,TB2-D04,Delta,2025,3,2025-03-01,5,13.23,13.23,0.0,84.7,False,122.2,False,,0.0,92.9
MSN02976,TB2-D03,Delta,2025,3,2025-03-16,2,16.79,16.79,0.0,86.5,False,83.7,False,,0.0,84.5
MSN02977,TB2-D02,Delta,2025,3,2025-03-28,3,20.0,20.0,0.0,116.9,False,77.7,False,,0.0,94.8
MSN02978,TB2-D01,Delta,2025,3,2025-03-03,2,17.3,17.3,0.0,77.9,False,78.3,False,,0.0,85.4
MSN02980,TB2-D03,Delta,2025,3,2025-03-21,2,15.71,15.71,0.0,73.2,False,85.3,False,,0.0,84.5
MSN02982,TB2-D01,Delta,2025,4,2025-04-19,2,18.68,18.68,0.0,93.2,True,87.5,False,,0.0,79.8
MSN02983,TB2-D04,Delta,2025,4,2025-04-26,5,19.44,19.44,0.0,101.8,False,129.3,False,,0.0,86.7
MSN02984,TB2-D02,Delta,2025,4,2025-04-08,3,18.36,18.36,0.0,73.1,False,83.1,False,,0.0,93.1
MSN02985,TB2-D04,Delta,2025,4,2025-04-27,5,16.23,16.23,0.0,105.5,False,109.7,False,,0.0,86.7
MSN02986,TB2-D04,Delta,2025,4,2025-04-05,5,19.26,19.26,0.0,109.7,False,116.8,False,,0.0,86.7
MSN02987,TB2-D04,Delta,2025,4,2025-04-21,5,11.72,11.72,0.0,124.5,False,109.8,False,,0.0,86.7
MSN02988,TB2-D04,Delta,2025,4,2025-04-04,5,17.3,17.3,0.0,100.9,False,109.0,True,Communication Link,20.4,86.7
MSN02989,TB2-D03,Delta,2025,4,2025-04-14,2,18.93,18.93,0.0,81.7,False,72.2,False,,0.0,88.9
MSN02990,TB2-D04,Delta,2025,4,2025-04-05,5,16.83,16.83,0.0,106.0,False,93.7,False,,0.0,86.7
MSN02991,TB2-D02,Delta,2025,4,2025-04-13,3,17.37,17.37,0.0,96.3,False,60.8,False,,0.0,93.1
MSN02992,TB2-D02,Delta,2025,4,2025-04-21,3,12.56,12.56,0.0,100.6,False,98.6,False,,0.0,93.1
MSN02993,TB2-D04,Delta,2025,4,2025-04-21,5,14.09,14.09,0.0,206.7,True,110.7,False,,0.0,86.7
MSN02995,TB2-D01,Delta,2025,4,2025-04-09,2,16.43,16.43,0.0,65.9,False,64.5,False,,0.0,79.8
MSN02996,TB2-D03,Delta,2025,4,2025-04-04,2,16.25,16.25,0.0,61.1,False,90.3,False,,0.0,88.9
MSN02997,TB2-D03,Delta,2025,4,2025-04-11,2,15.62,15.62,0.0,68.4,False,58.4,False,,0.0,88.9
MSN02998,TB2-D02,Delta,2025,4,2025-04-23,3,18.01,18.01,0.0,86.4,False,102.5,False,,0.0,93.1
MSN02999,TB2-D04,Delta,2025,4,2025-04-23,5,17.87,17.87,0.0,143.6,True,100.9,False,,0.0,86.7
MSN03000,TB2-D01,Delta,2025,4,2025-04-05,2,16.58,16.58,0.0,96.7,True,82.0,False,,0.0,79.8
MSN03001,TB2-D04,Delta,2025,4,2025-04-03,5,17.96,17.96,0.0,151.0,True,111.3,False,,0.0,86.7
MSN03002,TB2-D02,Delta,2025,5,2025-05-04,3,14.77,14.77,0.0,93.6,False,97.9,False,,0.0,92.1
MSN03003,TB2-D04,Delta,2025,5,2025-05-02,5,18.58,18.58,0.0,114.7,False,108.6,True,Sensor/Payload,27.8,84.8
MSN03004,TB2-D03,Delta,2025,5,2025-05-02,2,17.64,17.64,0.0,71.0,False,71.2,False,,0.0,76.9
MSN03005,TB2-D01,Delta,2025,5,2025-05-26,2,12.86,12.86,0.0,71.8,False,90.5,False,,0.0,83.0
MSN03006,TB2-D01,Delta,2025,5,2025-05-05,2,14.54,14.54,0.0,93.2,False,93.9,False,,0.0,83.0
MSN03007,TB2-D02,Delta,2025,5,2025-05-09,3,17.03,17.03,0.0,97.8,False,69.0,False,,0.0,92.1
MSN03008,TB2-D02,Delta,2025,5,2025-05-05,3,16.58,16.58,0.0,86.7,False,101.1,False,,0.0,92.1
MSN03009,TB2-D03,Delta,2025,5,2025-05-08,2,14.29,14.29,0.0,76.5,False,77.2,False,,0.0,76.9
MSN03010,TB2-D01,Delta,2025,5,2025-05-24,2,17.12,17.12,0.0,83.7,False,84.6,False,,0.0,83.0
MSN03011,TB2-D03,Delta,2025,5,2025-05-23,2,16.41,16.41,0.0,95.1,False,73.2,False,,0.0,76.9
MSN03012,TB2-D04,Delta,2025,5,2025-05-13,5,17.48,17.48,0.0,121.5,False,119.2,False,,0.0,84.8
MSN03013,TB2-D04,Delta,2025,5,2025-05-09,5,15.96,15.96,0.0,170.1,True,121.5,False,,0.0,84.8
MSN03014,TB2-D03,Delta,2025,5,2025-05-01,2,19.35,19.35,0.0,78.3,False,54.0,False,,0.0,76.9
MSN03015,TB2-D02,Delta,2025,5,2025-05-03,3,15.56,15.56,0.0,85.6,False,97.9,False,,0.0,92.1
MSN03016,TB2-D04,Delta,2025,5,2025-05-17,5,18.59,18.59,0.0,110.9,False,104.8,False,,0.0,84.8
MSN03017,TB2-D02,Delta,2025,5,2025-05-19,3,18.22,18.22,0.0,90.4,False,85.5,False,,0.0,92.1
MSN03018,TB2-D03,Delta,2025,5,2025-05-12,2,18.17,18.17,0.0,81.7,False,85.9,False,,0.0,76.9
MSN03019,TB2-D03,Delta,2025,5,2025-05-04,2,20.0,20.0,0.0,96.0,False,49.1,False,,0.0,76.9
MSN03020,TB2-D01,Delta,2025,5,2025-05-10,2,18.37,18.37,0.0,68.7,False,62.3,True,Electrical System,9.7,83.0
MSN03021,TB2-D03,Delta,2025,5,2025-05-16,2,17.53,17.53,0.0,83.3,False,70.4,True,Engine,14.9,76.9
MSN03022,TB2-D02,Delta,2025,5,2025-05-17,3,15.66,15.66,0.0,89.1,False,88.9,False,,0.0,92.1
MSN03023,TB2-D02,Delta,2025,5,2025-05-02,3,17.03,17.03,0.0,74.7,False,92.7,False,,0.0,92.1
MSN03024,TB2-D02,Delta,2025,5,2025-05-27,3,16.27,16.27,0.0,144.9,True,92.9,False,,0.0,92.1
MSN03025,TB2-D03,Delta,2025,5,2025-05-28,2,15.87,15.87,0.0,55.7,False,96.2,False,,0.0,76.9
MSN03026,TB2-D03,Delta,2025,5,2025-05-19,2,17.05,17.05,0.0,78.3,False,68.4,False,,0.0,76.9
MSN03027,TB2-D03,Delta,2025,5,2025-05-09,2,19.97,19.97,0.0,85.3,False,74.3,False,,0.0,76.9
MSN03028,TB2-D04,Delta,2025,6,2025-06-23,5,16.94,16.94,0.0,108.9,False,107.0,False,,0.0,86.0
MSN03029,TB2-D02,Delta,2025,6,2025-06-14,3,14.39,14.39,0.0,81.8,False,81.9,False,,0.0,88.2
MSN03030,TB2-D01,Delta,2025,6,2025-06-23,2,16.82,16.82,0.0,85.2,False,82.2,False,,0.0,79.7
MSN03031,TB2-D03,Delta,2025,6,2025-06-15,2,20.0,20.0,0.0,88.8,False,80.5,False,,0.0,78.5
MSN03032,TB2-D01,Delta,2025,6,2025-06-04,2,17.55,17.55,0.0,76.6,False,85.0,False,,0.0,79.7
MSN03033,TB2-D03,Delta,2025,6,2025-06-01,2,19.08,19.08,0.0,96.3,False,74.8,False,,0.0,78.5
MSN03034,TB2-D02,Delta,2025,6,2025-06-17,3,16.88,16.88,0.0,106.2,False,75.0,True,Electrical System,25.0,88.2
MSN03035,TB2-D02,Delta,2025,6,2025-06-17,3,14.9,14.9,0.0,88.7,False,113.7,False,,0.0,88.2
MSN03036,TB2-D03,Delta,2025,6,2025-06-28,2,15.85,15.85,0.0,74.2,False,80.8,False,,0.0,78.5
MSN03037,TB2-D01,Delta,2025,6,2025-06-04,2,18.27,18.27,0.0,100.8,True,94.7,True,Sensor/Payload,34.5,79.7
MSN03038,TB2-D03,Delta,2025,6,2025-06-18,2,16.26,16.26,0.0,75.6,False,79.0,False,,0.0,78.5
MSN03039,TB2-D02,Delta,2025,6,2025-06-13,3,13.82,13.82,0.0,92.2,False,83.0,False,,0.0,88.2
MSN03040,TB2-D02,Delta,2025,6,2025-06-23,3,20.0,20.0,0.0,95.6,False,96.3,False,,0.0,88.2
MSN03041,TB2-D04,Delta,2025,6,2025-06-12,5,15.54,15.54,0.0,114.0,False,104.1,False,,0.0,86.0
MSN03042,TB2-D04,Delta,2025,6,2025-06-14,5,18.53,18.53,0.0,122.9,False,102.6,False,,0.0,86.0
MSN03043,TB2-D02,Delta,2025,6,2025-06-21,3,18.48,18.48,0.0,102.9,True,80.1,False,,0.0,88.2
MSN03044,TB2-D03,Delta,2025,6,2025-06-03,2,17.51,17.51,0.0,81.9,False,81.8,False,,0.0,78.5
MSN03045,TB2-D02,Delta,2025,6,2025-06-04,3,18.73,18.73,0.0,85.2,False,80.3,False,,0.0,88.2
MSN03046,TB2-D04,Delta,2025,6,2025-06-10,5,15.29,15.29,0.0,159.0,True,119.0,False,,0.0,86.0
MSN03047,TB2-D03,Delta,2025,6,2025-06-20,2,15.49,15.49,0.0,93.5,False,94.3,False,,0.0,78.5
MSN03048,TB2-D03,Delta,2025,6,2025-06-18,2,18.64,18.64,0.0,72.5,False,54.0,False,,0.0,78.5
MSN03049,TB2-D03,Delta,2025,6,2025-06-27,2,18.34,18.34,0.0,63.2,False,78.0,False,,0.0,78.5
MSN03050,TB2-D03,Delta,2025,6,2025-06-12,2,15.41,10.84,4.57,69.5,False,92.2,True,Control Surface,274.2,78.5
MSN03051,TB2-D03,Delta,2025,6,2025-06-04,2,14.53,14.53,0.0,65.1,False,78.6,True,Control Surface,19.0,78.5
MSN03052,TB2-D02,Delta,2025,6,2025-06-16,3,15.57,15.57,0.0,104.7,False,96.9,False,,0.0,88.2
MSN03053,TB2-D01,Delta,2025,7,2025-07-27,2,15.02,15.02,0.0,141.6,True,109.4,False,,0.0,84.5
MSN03054,TB2-D04,Delta,2025,7,2025-07-24,5,16.08,16.08,0.0,131.3,True,105.3,False,,0.0,78.0
MSN03055,TB2-D01,Delta,2025,7,2025-07-05,2,18.28,18.28,0.0,99.9,False,77.7,False,,0.0,84.5
MSN03056,TB2-D04,Delta,2025,7,2025-07-04,5,17.12,17.12,0.0,115.2,False,115.0,False,,0.0,78.0
MSN03057,TB2-D01,Delta,2025,7,2025-07-23,2,15.18,15.18,0.0,164.6,True,73.8,False,,0.0,84.5
MSN03058,TB2-D04,Delta,2025,7,2025-07-05,5,18.77,18.77,0.0,166.7,True,119.2,False,,0.0,78.0
MSN03059,TB2-D01,Delta,2025,7,2025-07-15,2,16.45,16.45,0.0,66.3,False,81.1,False,,0.0,84.5
MSN03060,TB2-D04,Delta,2025,7,2025-07-25,5,17.38,17.38,0.0,120.3,False,108.9,False,,0.0,78.0
MSN03061,TB2-D03,Delta,2025,7,2025-07-13,2,14.63,14.63,0.0,88.8,False,101.6,False,,0.0,90.2
MSN03062,TB2-D02,Delta,2025,7,2025-07-27,3,14.84,14.84,0.0,93.2,False,114.1,False,,0.0,82.3
MSN03063,TB2-D03,Delta,2025,7,2025-07-02,2,14.37,14.37,0.0,54.9,False,73.2,False,,0.0,90.2
MSN03064,TB2-D02,Delta,2025,7,2025-07-15,3,13.3,13.3,0.0,97.6,False,93.0,False,,0.0,82.3
MSN03065,TB2-D04,Delta,2025,7,2025-07-09,5,16.25,16.25,0.0,117.7,False,119.8,False,,0.0,78.0
MSN03066,TB2-D01,Delta,2025,7,2025-07-03,2,16.63,16.63,0.0,68.1,False,75.4,False,,0.0,84.5
MSN03067,TB2-D04,Delta,2025,7,2025-07-08,5,19.22,19.22,0.0,118.0,False,115.8,False,,0.0,78.0
MSN03068,TB2-D04,Delta,2025,7,2025-07-16,5,17.42,17.42,0.0,124.5,False,127.2,False,,0.0,78.0
MSN03069,TB2-D04,Delta,2025,8,2025-08-07,5,12.65,12.65,0.0,90.0,False,111.6,False,,0.0,94.7
MSN03070,TB2-D02,Delta,2025,8,2025-08-28,3,18.26,18.26,0.0,92.0,False,81.3,False,,0.0,86.4
MSN03071,TB2-D02,Delta,2025,8,2025-08-18,3,17.84,17.84,0.0,88.5,False,64.3,False,,0.0,86.4
MSN03072,TB2-D02,Delta,2025,8,2025-08-25,3,16.64,16.64,0.0,91.4,False,95.3,False,,0.0,86.4
