shot_id,person_id,department,shot_date,shot_sequence_number,is_first_shot,shot_type,outcome
AO20306-S005,AO20306,Delta,2025-07-14,5,False,Laser-guided,Successful
AO20306-S006,AO20306,Delta,2025-07-31,6,False,PUA,Successful
AO20306-S007,AO20306,Delta,2025-10-03,7,False,Laser-guided,Successful
AO20306-S008,AO20306,Delta,2025-10-13,8,False,Artillery Spotting,Failed
AO20306-S009,AO20306,Delta,2025-11-07,9,False,Laser-guided,Successful
AO20306-S010,AO20306,Delta,2026-03-14,10,False,Laser-guided,Successful
AO20306-S011,AO20306,Delta,2026-04-01,11,False,Artillery Spotting,Failed
AO20306-S012,AO20306,Delta,2026-05-13,12,False,PUA,Successful
AO14271-S001,AO14271,Delta,2022-07-21,1,True,Training,Successful
AO14271-S002,AO14271,Delta,2022-08-23,2,False,Artillery Spotting,Successful
AO14271-S003,AO14271,Delta,2022-09-05,3,False,PUA,Successful
AO14271-S004,AO14271,Delta,2023-07-02,4,False,Training,Successful
AO14271-S005,AO14271,Delta,2023-12-21,5,False,Artillery Spotting,Successful
AO14271-S006,AO14271,Delta,2024-02-10,6,False,Laser-guided,Successful
AO14271-S007,AO14271,Delta,2024-11-26,7,False,Training,Successful
AO14271-S008,AO14271,Delta,2024-12-08,8,False,PUA,Successful
AO14271-S009,AO14271,Delta,2025-05-15,9,False,PUA,Successful
AO14271-S010,AO14271,Delta,2025-07-06,10,False,PUA,Successful
AO14271-S011,AO14271,Delta,2026-03-29,11,False,PUA,Failed
AO14271-S012,AO14271,Delta,2026-06-12,12,False,Training,Successful
AO14271-S013,AO14271,Delta,2026-06-17,13,False,Laser-guided,Successful
AO25477-S001,AO25477,Delta,2025-07-30,1,True,PUA,Successful
AO25477-S002,AO25477,Delta,2025-08-07,2,False,Training,Successful
AO25477-S003,AO25477,Delta,2025-09-08,3,False,PUA,Successful
AO25477-S004,AO25477,Delta,2025-11-25,4,False,PUA,Successful
AO25477-S005,AO25477,Delta,2026-05-01,5,False,Laser-guided,Successful
AO25477-S006,AO25477,Delta,2026-06-26,6,False,Training,Successful
AO16242-S001,AO16242,Delta,2021-08-27,1,True,PUA,Successful
AO16242-S002,AO16242,Delta,2021-09-06,2,False,Training,Successful
AO16242-S003,AO16242,Delta,2022-03-23,3,False,Laser-guided,Successful
AO16242-S004,AO16242,Delta,2022-06-14,4,False,Training,Successful
AO16242-S005,AO16242,Delta,2022-11-10,5,False,Training,Successful
AO16242-S006,AO16242,Delta,2022-12-04,6,False,PUA,Successful
AO16242-S007,AO16242,Delta,2023-01-13,7,False,Training,Successful
AO16242-S008,AO16242,Delta,2023-06-05,8,False,Laser-guided,Successful
AO16242-S009,AO16242,Delta,2024-04-07,9,False,Laser-guided,Successful
AO16242-S010,AO16242,Delta,2024-09-17,10,False,Laser-guided,Successful
AO16242-S011,AO16242,Delta,2024-09-30,11,False,Training,Successful
AO16242-S012,AO16242,Delta,2025-01-09,12,False,Artillery Spotting,Successful
AO16242-S013,AO16242,Delta,2025-08-08,13,False,Artillery Spotting,Successful
AO16242-S014,AO16242,Delta,2025-08-13,14,False,Training,Successful
AO16242-S015,AO16242,Delta,2025-11-16,15,False,PUA,Successful
AO16242-S016,AO16242,Delta,2026-03-04,16,False,PUA,Successful
AO16242-S017,AO16242,Delta,2026-03-24,17,False,PUA,Successful
AO16242-S018,AO16242,Delta,2026-06-14,18,False,PUA,Failed
AO23405-S001,AO23405,Delta,2024-05-24,1,True,Laser-guided,Successful
AO23405-S002,AO23405,Delta,2024-07-14,2,False,Laser-guided,Successful
AO23405-S003,AO23405,Delta,2024-07-31,3,False,PUA,Failed
AO23405-S004,AO23405,Delta,2025-02-06,4,False,Laser-guided,Successful
AO23405-S005,AO23405,Delta,2025-03-04,5,False,PUA,Successful
AO23405-S006,AO23405,Delta,2025-05-02,6,False,PUA,Successful
AO23405-S007,AO23405,Delta,2025-05-25,7,False,Training,Successful
AO23405-S008,AO23405,Delta,2025-07-27,8,False,Training,Successful
AO23405-S009,AO23405,Delta,2026-04-17,9,False,Artillery Spotting,Successful
G20303-S001,G20303,Delta,2023-01-11,1,True,PUA,Successful
G20303-S002,G20303,Delta,2023-03-31,2,False,PUA,Successful
G20303-S003,G20303,Delta,2023-04-23,3,False,PUA,Failed
G20303-S004,G20303,Delta,2023-10-10,4,False,PUA,Successful
G20303-S005,G20303,Delta,2023-12-11,5,False,Laser-guided,Failed
G20303-S006,G20303,Delta,2023-12-12,6,False,Training,Successful
G20303-S007,G20303,Delta,2024-06-12,7,False,Artillery Spotting,Successful
G20303-S008,G20303,Delta,2025-09-24,8,False,Artillery Spotting,Successful
G20303-S009,G20303,Delta,2025-11-17,9,False,Laser-guided,Successful
G20303-S010,G20303,Delta,2026-02-12,10,False,Training,Failed
G12516-S001,G12516,Delta,2021-05-20,1,True,PUA,Failed
G12516-S002,G12516,Delta,2021-07-07,2,False,PUA,Successful
G12516-S003,G12516,Delta,2021-09-23,3,False,Laser-guided,Successful
G12516-S004,G12516,Delta,2021-10-07,4,False,PUA,Successful
G12516-S005,G12516,Delta,2021-11-03,5,False,Artillery Spotting,Successful
G12516-S006,G12516,Delta,2021-11-26,6,False,Laser-guided,Successful
G12516-S007,G12516,Delta,2022-01-27,7,False,PUA,Successful
G12516-S008,G12516,Delta,2022-07-03,8,False,PUA,Successful
G12516-S009,G12516,Delta,2023-07-18,9,False,PUA,Successful
G12516-S010,G12516,Delta,2024-08-17,10,False,Laser-guided,Successful
G12516-S011,G12516,Delta,2024-10-08,11,False,Laser-guided,Successful
G12516-S012,G12516,Delta,2025-02-03,12,False,Laser-guided,Successful
G12516-S013,G12516,Delta,2025-04-21,13,False,PUA,Failed
G12516-S014,G12516,Delta,2025-05-29,14,False,PUA,Successful
G12516-S015,G12516,Delta,2026-02-25,15,False,Laser-guided,Successful
G11545-S001,G11545,Delta,2023-11-05,1,True,Training,Successful
G11545-S002,G11545,Delta,2024-01-26,2,False,PUA,Successful
G11545-S003,G11545,Delta,2024-05-06,3,False,Laser-guided,Successful
G11545-S004,G11545,Delta,2024-07-08,4,False,Training,Successful
G11545-S005,G11545,Delta,2024-07-21,5,False,PUA,Failed
G11545-S006,G11545,Delta,2024-08-07,6,False,Training,Successful
G11545-S007,G11545,Delta,2024-12-05,7,False,PUA,Successful
G11545-S008,G11545,Delta,2025-01-10,8,False,PUA,Failed
G11545-S009,G11545,Delta,2025-03-31,9,False,PUA,Successful
G11545-S010,G11545,Delta,2025-10-24,10,False,Training,Successful
G11545-S011,G11545,Delta,2025-11-15,11,False,PUA,Failed
G11545-S012,G11545,Delta,2025-12-25,12,False,PUA,Successful
G11545-S013,G11545,Delta,2025-12-25,13,False,Training,Successful
G11545-S014,G11545,Delta,2026-05-05,14,False,PUA,Successful
G24443-S001,G24443,Delta,2024-07-21,1,True,Laser-guided,Successful
G24443-S002,G24443,Delta,2024-10-20,2,False,PUA,Failed
G24443-S003,G24443,Delta,2024-11-13,3,False,Artillery Spotting,Successful
G24443-S004,G24443,Delta,2024-12-04,4,False,PUA,Successful
G24443-S005,G24443,Delta,2025-01-16,5,False,PUA,Successful
G24443-S006,G24443,Delta,2025-01-29,6,False,Artillery Spotting,Successful
G24443-S007,G24443,Delta,2025-04-17,7,False,PUA,Successful
G24443-S008,G24443,Delta,2025-05-13,8,False,PUA,Successful
G24443-S009,G24443,Delta,2025-06-05,9,False,PUA,Successful
G24443-S010,G24443,Delta,2025-08-10,10,False,Training,Successful
G24443-S011,G24443,Delta,2025-09-03,11,False,Laser-guided,Successful
G23314-S001,G23314,Delta,2023-06-11,1,True,Laser-guided,Successful
G23314-S002,G23314,Delta,2023-07-23,2,False,Training,Successful
G23314-S003,G23314,Delta,2023-07-26,3,False,Artillery Spotting,Failed
G23314-S004,G23314,Delta,2023-10-26,4,False,Training,Failed
G23314-S005,G23314,Delta,2024-05-17,5,False,PUA,Successful
G23314-S006,G23314,Delta,2024-11-03,6,False,PUA,Successful
G23314-S007,G23314,Delta,2024-11-19,7,False,Artillery Spotting,Successful
G23314-S008,G23314,Delta,2025-03-22,8,False,PUA,Failed
G23314-S009,G23314,Delta,2025-04-02,9,False,Laser-guided,Failed
G23314-S010,G23314,Delta,2025-09-17,10,False,Training,Failed
G08440-S001,G08440,Delta,2021-12-23,1,True,PUA,Successful
G08440-S002,G08440,Delta,2022-02-18,2,False,PUA,Failed
G08440-S003,G08440,Delta,2022-08-03,3,False,Training,Successful
G08440-S004,G08440,Delta,2023-01-12,4,False,Laser-guided,Failed
G08440-S005,G08440,Delta,2023-03-03,5,False,PUA,Successful
G08440-S006,G08440,Delta,2023-05-06,6,False,Laser-guided,Successful
G08440-S007,G08440,Delta,2023-12-19,7,False,Artillery Spotting,Successful
G08440-S008,G08440,Delta,2024-10-30,8,False,Artillery Spotting,Successful
G08440-S009,G08440,Delta,2024-12-26,9,False,Laser-guided,Successful
G08440-S010,G08440,Delta,2025-05-26,10,False,PUA,Successful
G08440-S011,G08440,Delta,2025-08-07,11,False,Training,Successful
G08440-S012,G08440,Delta,2025-10-14,12,False,PUA,Successful
G08440-S013,G08440,Delta,2026-01-04,13,False,PUA,Successful
G08440-S014,G08440,Delta,2026-01-07,14,False,PUA,Failed
G08440-S015,G08440,Delta,2026-02-15,15,False,Laser-guided,Successful
G08440-S016,G08440,Delta,2026-03-18,16,False,PUA,Successful
G23726-S001,G23726,Delta,2024-01-16,1,True,Training,Successful
G23726-S002,G23726,Delta,2024-06-18,2,False,PUA,Successful
G23726-S003,G23726,Delta,2024-07-04,3,False,PUA,Successful
G23726-S004,G23726,Delta,2024-07-26,4,False,PUA,Successful
G23726-S005,G23726,Delta,2024-11-01,5,False,Training,Successful
G23726-S006,G23726,Delta,2025-07-09,6,False,PUA,Successful
G23726-S007,G23726,Delta,2025-10-14,7,False,Laser-guided,Successful
G23726-S008,G23726,Delta,2025-11-16,8,False,PUA,Successful
G23726-S009,G23726,Delta,2026-02-19,9,False,Training,Successful
G23726-S010,G23726,Delta,2026-04-20,10,False,Laser-guided,Successful
G23726-S011,G23726,Delta,2026-05-23,11,False,Laser-guided,Successful
G11657-S001,G11657,Delta,2022-03-28,1,True,Laser-guided,Failed
G11657-S002,G11657,Delta,2022-03-31,2,False,Laser-guided,Successful
G11657-S003,G11657,Delta,2022-06-09,3,False,PUA,Successful
G11657-S004,G11657,Delta,2022-10-02,4,False,Artillery Spotting,Failed
G11657-S005,G11657,Delta,2023-06-18,5,False,PUA,Failed
G11657-S006,G11657,Delta,2023-07-17,6,False,PUA,Successful
G11657-S007,G11657,Delta,2023-08-27,7,False,PUA,Successful
G11657-S008,G11657,Delta,2023-10-05,8,False,PUA,Failed
G11657-S009,G11657,Delta,2023-12-08,9,False,PUA,Successful
G11657-S010,G11657,Delta,2023-12-26,10,False,Artillery Spotting,Successful
G11657-S011,G11657,Delta,2024-04-03,11,False,Laser-guided,Successful
G11657-S012,G11657,Delta,2024-08-04,12,False,Laser-guided,Successful
G11657-S013,G11657,Delta,2025-01-20,13,False,Artillery Spotting,Successful
G11657-S014,G11657,Delta,2026-02-02,14,False,PUA,Successful
G22580-S001,G22580,Delta,2023-12-14,1,True,Training,Successful
G22580-S002,G22580,Delta,2023-12-28,2,False,PUA,Successful
G22580-S003,G22580,Delta,2024-02-27,3,False,Artillery Spotting,Successful
G22580-S004,G22580,Delta,2024-04-04,4,False,PUA,Successful
G22580-S005,G22580,Delta,2024-04-22,5,False,PUA,Successful
G22580-S006,G22580,Delta,2024-04-27,6,False,Artillery Spotting,Successful
G22580-S007,G22580,Delta,2024-10-21,7,False,Laser-guided,Failed
G22580-S008,G22580,Delta,2025-01-08,8,False,Laser-guided,Successful
G22580-S009,G22580,Delta,2025-01-13,9,False,PUA,Successful
G22580-S010,G22580,Delta,2025-05-13,10,False,PUA,Successful
G22580-S011,G22580,Delta,2025-06-01,11,False,Training,Successful
G22580-S012,G22580,Delta,2025-06-13,12,False,Training,Successful
G22580-S013,G22580,Delta,2026-01-10,13,False,Artillery Spotting,Successful
G22580-S014,G22580,Delta,2026-04-01,14,False,Laser-guided,Successful
G22580-S015,G22580,Delta,2026-04-20,15,False,PUA,Failed
G22580-S016,G22580,Delta,2026-05-05,16,False,Training,Successful
G22580-S017,G22580,Delta,2026-05-10,17,False,Training,Successful
G16308-S001,G16308,Delta,2023-10-04,1,True,Laser-guided,Successful
G16308-S002,G16308,Delta,2024-03-12,2,False,Laser-guided,Successful
G16308-S003,G16308,Delta,2024-11-15,3,False,PUA,Successful
G16308-S004,G16308,Delta,2024-11-23,4,False,Training,Successful
G16308-S005,G16308,Delta,2024-12-01,5,False,PUA,Successful
G16308-S006,G16308,Delta,2025-02-20,6,False,Laser-guided,Successful
G16308-S007,G16308,Delta,2025-03-25,7,False,Laser-guided,Successful
G16308-S008,G16308,Delta,2025-04-05,8,False,Artillery Spotting,Successful
G16308-S009,G16308,Delta,2025-06-09,9,False,Artillery Spotting,Successful
G16308-S010,G16308,Delta,2025-07-13,10,False,Training,Successful
G16308-S011,G16308,Delta,2025-09-03,11,False,Artillery Spotting,Successful
G16308-S012,G16308,Delta,2025-10-12,12,False,PUA,Successful
G22662-S001,G22662,Delta,2023-12-17,1,True,Laser-guided,Successful
G22662-S002,G22662,Delta,2024-01-18,2,False,PUA,Failed
G22662-S003,G22662,Delta,2024-07-29,3,False,Training,Successful
G22662-S004,G22662,Delta,2024-11-12,4,False,PUA,Successful
G22662-S005,G22662,Delta,2025-01-29,5,False,Artillery Spotting,Successful
G22662-S006,G22662,Delta,2025-02-14,6,False,Laser-guided,Successful
G22662-S007,G22662,Delta,2025-04-08,7,False,Training,Successful
G22662-S008,G22662,Delta,2025-05-01,8,False,PUA,Successful
G22662-S009,G22662,Delta,2025-06-21,9,False,Laser-guided,Successful
G22662-S010,G22662,Delta,2025-07-15,10,False,Laser-guided,Successful
G22662-S011,G22662,Delta,2025-08-07,11,False,Artillery Spotting,Successful
G22662-S012,G22662,Delta,2025-10-10,12,False,PUA,Successful
G22662-S013,G22662,Delta,2025-12-03,13,False,PUA,Successful
G20911-S001,G20911,Delta,2024-03-04,1,True,PUA,Failed
G20911-S002,G20911,Delta,2024-05-29,2,False,PUA,Successful
G20911-S003,G20911,Delta,2024-06-16,3,False,Laser-guided,Failed
G20911-S004,G20911,Delta,2024-10-20,4,False,Training,Successful
G20911-S005,G20911,Delta,2024-12-05,5,False,Laser-guided,Successful
G20911-S006,G20911,Delta,2024-12-27,6,False,Laser-guided,Successful
G20911-S007,G20911,Delta,2024-12-30,7,False,PUA,Failed
G20911-S008,G20911,Delta,2025-01-25,8,False,Artillery Spotting,Failed
G20911-S009,G20911,Delta,2025-04-26,9,False,Laser-guided,Successful
G20911-S010,G20911,Delta,2026-02-07,10,False,Laser-guided,Successful
G20911-S011,G20911,Delta,2026-03-20,11,False,Laser-guided,Successful
G20911-S012,G20911,Delta,2026-06-13,12,False,PUA,Successful
G22464-S001,G22464,Delta,2024-12-18,1,True,Artillery Spotting,Successful
G22464-S002,G22464,Delta,2025-03-01,2,False,PUA,Successful
G22464-S003,G22464,Delta,2025-06-28,3,False,PUA,Failed
G22464-S004,G22464,Delta,2025-07-11,4,False,Training,Successful
G22464-S005,G22464,Delta,2025-09-17,5,False,Laser-guided,Successful
G22464-S006,G22464,Delta,2025-10-13,6,False,PUA,Successful
G22464-S007,G22464,Delta,2025-12-16,7,False,Laser-guided,Failed
G22464-S008,G22464,Delta,2026-01-15,8,False,Laser-guided,Successful
G22464-S009,G22464,Delta,2026-03-01,9,False,Artillery Spotting,Failed
G22464-S010,G22464,Delta,2026-04-09,10,False,Artillery Spotting,Successful
G22464-S011,G22464,Delta,2026-06-16,11,False,Training,Successful
G21369-S001,G21369,Delta,2024-07-18,1,True,Training,Successful
G21369-S002,G21369,Delta,2024-10-19,2,False,PUA,Successful
G21369-S003,G21369,Delta,2024-11-30,3,False,Training,Successful
G21369-S004,G21369,Delta,2025-03-16,4,False,PUA,Successful
G21369-S005,G21369,Delta,2025-05-17,5,False,Artillery Spotting,Failed
G21369-S006,G21369,Delta,2025-11-16,6,False,Artillery Spotting,Successful
G21369-S007,G21369,Delta,2026-02-04,7,False,Laser-guided,Successful
G21369-S008,G21369,Delta,2026-06-15,8,False,Training,Successful
G07690-S001,G07690,Delta,2025-09-22,1,True,Training,Successful
G07690-S002,G07690,Delta,2026-04-26,2,False,PUA,Successful
G07690-S003,G07690,Delta,2026-05-09,3,False,PUA,Successful
G07690-S004,G07690,Delta,2026-05-10,4,False,Training,Successful
G07690-S005,G07690,Delta,2026-06-24,5,False,Training,Successful
AO17072-S001,AO17072,Gamma,2022-04-03,1,True,Laser-guided,Failed
AO17072-S002,AO17072,Gamma,2022-09-07,2,False,PUA,Successful
AO17072-S003,AO17072,Gamma,2022-10-20,3,False,PUA,Successful
AO17072-S004,AO17072,Gamma,2022-11-18,4,False,PUA,Successful
AO17072-S005,AO17072,Gamma,2022-12-31,5,False,PUA,Successful
AO17072-S006,AO17072,Gamma,2023-09-02,6,False,PUA,Successful
AO17072-S007,AO17072,Gamma,2024-04-03,7,False,Laser-guided,Successful
AO17072-S008,AO17072,Gamma,2024-04-27,8,False,PUA,Failed
AO17072-S009,AO17072,Gamma,2024-10-05,9,False,PUA,Successful
AO17072-S010,AO17072,Gamma,2025-02-05,10,False,PUA,Successful
AO17072-S011,AO17072,Gamma,2025-02-17,11,False,Artillery Spotting,Successful
AO17072-S012,AO17072,Gamma,2025-07-08,12,False,Laser-guided,Successful
AO17072-S013,AO17072,Gamma,2025-07-12,13,False,Laser-guided,Successful
AO17072-S014,AO17072,Gamma,2026-02-21,14,False,Laser-guided,Successful
AO17072-S015,AO17072,Gamma,2026-03-08,15,False,Training,Successful
AO17072-S016,AO17072,Gamma,2026-05-24,16,False,PUA,Successful
AO24985-S001,AO24985,Gamma,2024-09-04,1,True,PUA,Failed
AO24985-S002,AO24985,Gamma,2024-10-06,2,False,Training,Successful
AO24985-S003,AO24985,Gamma,2024-10-23,3,False,Laser-guided,Successful
AO24985-S004,AO24985,Gamma,2024-10-27,4,False,Artillery Spotting,Successful
AO24985-S005,AO24985,Gamma,2024-11-13,5,False,Artillery Spotting,Successful
AO24985-S006,AO24985,Gamma,2025-01-01,6,False,Laser-guided,Successful
AO24985-S007,AO24985,Gamma,2025-02-12,7,False,PUA,Failed
AO24985-S008,AO24985,Gamma,2025-03-09,8,False,Training,Successful
AO24985-S009,AO24985,Gamma,2025-07-12,9,False,PUA,Successful
AO24985-S010,AO24985,Gamma,2025-07-26,10,False,PUA,Successful
AO24985-S011,AO24985,Gamma,2025-09-09,11,False,PUA,Successful
AO24985-S012,AO24985,Gamma,2025-12-07,12,False,PUA,Successful
AO21429-S001,AO21429,Gamma,2021-12-06,1,True,Artillery Spotting,Successful
AO21429-S002,AO21429,Gamma,2022-09-19,2,False,Laser-guided,Successful
AO21429-S003,AO21429,Gamma,2023-04-04,3,False,Laser-guided,Successful
AO21429-S004,AO21429,Gamma,2023-04-22,4,False,PUA,Failed
AO21429-S005,AO21429,Gamma,2023-07-28,5,False,Laser-guided,Successful
AO21429-S006,AO21429,Gamma,2023-08-01,6,False,PUA,Failed
AO21429-S007,AO21429,Gamma,2023-08-13,7,False,Training,Successful
AO21429-S008,AO21429,Gamma,2023-08-17,8,False,PUA,Failed
AO21429-S009,AO21429,Gamma,2023-11-17,9,False,Artillery Spotting,Successful
AO21429-S010,AO21429,Gamma,2024-01-24,10,False,PUA,Successful
AO21429-S011,AO21429,Gamma,2025-04-03,11,False,Training,Successful
AO21429-S012,AO21429,Gamma,2025-05-19,12,False,Laser-guided,Successful
AO21429-S013,AO21429,Gamma,2025-07-30,13,False,Artillery Spotting,Successful
AO21429-S014,AO21429,Gamma,2025-10-13,14,False,Laser-guided,Successful
AO21429-S015,AO21429,Gamma,2026-03-31,15,False,PUA,Successful
AO20240-S001,AO20240,Gamma,2022-07-27,1,True,PUA,Failed
AO20240-S002,AO20240,Gamma,2022-08-29,2,False,Artillery Spotting,Successful
AO20240-S003,AO20240,Gamma,2023-02-21,3,False,Artillery Spotting,Successful
AO20240-S004,AO20240,Gamma,2023-05-27,4,False,PUA,Successful
AO20240-S005,AO20240,Gamma,2023-07-08,5,False,PUA,Successful
AO20240-S006,AO20240,Gamma,2023-09-16,6,False,PUA,Successful
AO20240-S007,AO20240,Gamma,2024-03-26,7,False,PUA,Successful
AO20240-S008,AO20240,Gamma,2024-04-08,8,False,PUA,Successful
AO20240-S009,AO20240,Gamma,2024-12-26,9,False,Laser-guided,Successful
AO20240-S010,AO20240,Gamma,2025-02-14,10,False,PUA,Successful
AO20240-S011,AO20240,Gamma,2025-02-21,11,False,PUA,Successful
AO20240-S012,AO20240,Gamma,2025-02-27,12,False,Laser-guided,Successful
AO20240-S013,AO20240,Gamma,2025-06-28,13,False,PUA,Successful
AO20240-S014,AO20240,Gamma,2026-02-27,14,False,PUA,Successful
AO20240-S015,AO20240,Gamma,2026-03-01,15,False,PUA,Failed
AO24475-S001,AO24475,Gamma,2024-06-25,1,True,PUA,Failed
AO24475-S002,AO24475,Gamma,2024-09-25,2,False,PUA,Successful
AO24475-S003,AO24475,Gamma,2024-11-05,3,False,PUA,Successful
AO24475-S004,AO24475,Gamma,2025-06-09,4,False,PUA,Successful
AO24475-S005,AO24475,Gamma,2025-07-09,5,False,Laser-guided,Successful
AO24475-S006,AO24475,Gamma,2025-12-06,6,False,PUA,Successful
AO24475-S007,AO24475,Gamma,2026-01-17,7,False,PUA,Successful
AO24475-S008,AO24475,Gamma,2026-04-09,8,False,PUA,Successful
AO24451-S001,AO24451,Gamma,2024-08-14,1,True,Laser-guided,Successful
AO24451-S002,AO24451,Gamma,2025-01-10,2,False,Training,Successful
AO24451-S003,AO24451,Gamma,2025-05-29,3,False,Laser-guided,Successful
AO24451-S004,AO24451,Gamma,2025-08-03,4,False,PUA,Successful
AO24451-S005,AO24451,Gamma,2026-01-12,5,False,PUA,Failed
AO24451-S006,AO24451,Gamma,2026-03-01,6,False,Laser-guided,Successful
AO24451-S007,AO24451,Gamma,2026-06-04,7,False,Laser-guided,Successful
AO25736-S001,AO25736,Gamma,2025-04-13,1,True,Training,Successful
AO25736-S002,AO25736,Gamma,2025-07-23,2,False,Training,Successful
AO25736-S003,AO25736,Gamma,2025-11-23,3,False,PUA,Successful
AO25736-S004,AO25736,Gamma,2026-03-08,4,False,Laser-guided,Successful
AO25736-S005,AO25736,Gamma,2026-03-26,5,False,PUA,Successful
AO25736-S006,AO25736,Gamma,2026-04-12,6,False,Training,Successful
AO24080-S001,AO24080,Gamma,2024-12-28,1,True,Laser-guided,Successful
AO24080-S002,AO24080,Gamma,2025-02-09,2,False,Laser-guided,Failed
AO24080-S003,AO24080,Gamma,2025-03-15,3,False,PUA,Successful
AO24080-S004,AO24080,Gamma,2025-04-30,4,False,Laser-guided,Successful
AO24080-S005,AO24080,Gamma,2025-05-12,5,False,Laser-guided,Successful
AO24080-S006,AO24080,Gamma,2025-07-19,6,False,Laser-guided,Successful
AO24080-S007,AO24080,Gamma,2025-08-30,7,False,Training,Successful
AO24080-S008,AO24080,Gamma,2025-10-10,8,False,PUA,Successful
AO24080-S009,AO24080,Gamma,2025-11-16,9,False,PUA,Successful
AO24080-S010,AO24080,Gamma,2025-12-10,10,False,PUA,Successful
AO24080-S011,AO24080,Gamma,2025-12-19,11,False,PUA,Successful
AO24080-S012,AO24080,Gamma,2026-01-20,12,False,Artillery Spotting,Failed
AO24080-S013,AO24080,Gamma,2026-03-15,13,False,PUA,Successful
AO24080-S014,AO24080,Gamma,2026-03-28,14,False,PUA,Successful
AO24080-S015,AO24080,Gamma,2026-06-20,15,False,PUA,Successful
AO23313-S001,AO23313,Gamma,2023-12-17,1,True,Laser-guided,Successful
AO23313-S002,AO23313,Gamma,2024-04-29,2,False,Laser-guided,Successful
AO23313-S003,AO23313,Gamma,2025-01-05,3,False,Training,Successful
AO23313-S004,AO23313,Gamma,2025-02-20,4,False,PUA,Successful
AO23313-S005,AO23313,Gamma,2025-03-08,5,False,Laser-guided,Successful
AO23313-S006,AO23313,Gamma,2025-03-18,6,False,PUA,Successful
AO23313-S007,AO23313,Gamma,2025-06-06,7,False,Artillery Spotting,Successful
AO23313-S008,AO23313,Gamma,2025-08-12,8,False,Training,Successful
AO23313-S009,AO23313,Gamma,2025-12-19,9,False,PUA,Successful
AO23313-S010,AO23313,Gamma,2026-02-20,10,False,Training,Successful
AO23313-S011,AO23313,Gamma,2026-04-21,11,False,PUA,Successful
AO23313-S012,AO23313,Gamma,2026-05-06,12,False,PUA,Successful
AO23316-S001,AO23316,Gamma,2024-03-02,1,True,PUA,Successful
AO23316-S002,AO23316,Gamma,2024-03-13,2,False,Laser-guided,Successful
AO23316-S003,AO23316,Gamma,2024-06-30,3,False,Artillery Spotting,Successful
AO23316-S004,AO23316,Gamma,2025-01-01,4,False,PUA,Successful
AO23316-S005,AO23316,Gamma,2025-06-26,5,False,PUA,Successful
AO23316-S006,AO23316,Gamma,2025-08-12,6,False,PUA,Successful
AO23316-S007,AO23316,Gamma,2025-12-28,7,False,Artillery Spotting,Successful
AO23316-S008,AO23316,Gamma,2026-01-14,8,False,PUA,Successful
AO23316-S009,AO23316,Gamma,2026-03-10,9,False,Laser-guided,Successful
AO23316-S010,AO23316,Gamma,2026-04-06,10,False,Artillery Spotting,Successful
AO23316-S011,AO23316,Gamma,2026-04-16,11,False,Laser-guided,Successful
AO23316-S012,AO23316,Gamma,2026-05-03,12,False,PUA,Failed
AO23316-S013,AO23316,Gamma,2026-06-02,13,False,Laser-guided,Successful
AO17887-S001,AO17887,Gamma,2025-04-04,1,True,PUA,Successful
AO17887-S002,AO17887,Gamma,2025-04-18,2,False,Artillery Spotting,Successful
AO17887-S003,AO17887,Gamma,2025-04-28,3,False,Training,Failed
AO17887-S004,AO17887,Gamma,2025-05-01,4,False,PUA,Successful
AO17887-S005,AO17887,Gamma,2025-05-20,5,False,Laser-guided,Successful
AO17887-S006,AO17887,Gamma,2025-05-23,6,False,PUA,Failed
AO17887-S007,AO17887,Gamma,2025-09-04,7,False,Artillery Spotting,Failed
AO17887-S008,AO17887,Gamma,2025-11-20,8,False,Artillery Spotting,Successful
AO17887-S009,AO17887,Gamma,2026-03-31,9,False,PUA,Successful
AO17887-S010,AO17887,Gamma,2026-05-22,10,False,PUA,Successful
AO17887-S011,AO17887,Gamma,2026-06-22,11,False,Training,Successful
AO21206-S001,AO21206,Gamma,2025-01-25,1,True,Artillery Spotting,Failed
AO21206-S002,AO21206,Gamma,2025-02-19,2,False,Laser-guided,Successful
AO21206-S003,AO21206,Gamma,2025-04-09,3,False,PUA,Failed
AO21206-S004,AO21206,Gamma,2025-05-29,4,False,Laser-guided,Successful
AO21206-S005,AO21206,Gamma,2025-12-03,5,False,PUA,Successful
AO21206-S006,AO21206,Gamma,2026-04-19,6,False,Laser-guided,Successful
AO21206-S007,AO21206,Gamma,2026-05-15,7,False,Artillery Spotting,Successful
AO21206-S008,AO21206,Gamma,2026-06-06,8,False,Training,Successful
AO15626-S001,AO15626,Gamma,2022-12-27,1,True,PUA,Successful
AO15626-S002,AO15626,Gamma,2023-05-31,2,False,Laser-guided,Successful
AO15626-S003,AO15626,Gamma,2023-09-03,3,False,PUA,Successful
AO15626-S004,AO15626,Gamma,2023-09-22,4,False,Training,Successful
AO15626-S005,AO15626,Gamma,2024-03-10,5,False,Laser-guided,Successful
AO15626-S006,AO15626,Gamma,2024-04-01,6,False,PUA,Successful
AO15626-S007,AO15626,Gamma,2024-06-30,7,False,Laser-guided,Successful
AO15626-S008,AO15626,Gamma,2024-07-05,8,False,Artillery Spotting,Successful
AO15626-S009,AO15626,Gamma,2024-07-16,9,False,PUA,Successful
